price_id,material_id,price_per_ton,price_date
884,3013,478.83,2023-12-09
885,300,472.94,2024-07-14
886,818,606.92,2024-11-10
887,2970,902.37,2024-09-17
888,4425,726.61,2024-10-14
889,454,726.6,2024-02-07
890,894,656.75,2023-11-16
891,3130,530.91,2024-05-20
892,3084,353.73,2024-06-19
893,3039,863.47,2024-02-05
894,2506,607.46,2023-01-27
895,1669,861.17,2023-07-27
896,1385,878.84,2023-05-14
897,4403,818.05,2024-02-19
898,1464,436.19,2023-04-11
899,1162,402.31,2023-08-18
900,3360,582.37,2023-12-11
901,3566,601.27,2023-08-26
902,4976,383.52,2024-11-27
903,363,908.9,2023-06-12
904,4079,758.36,2023-06-17
905,1600,598.11,2024-12-30
906,3656,597.28,2023-09-23
907,3765,768.99,2024-02-26
908,2889,765.73,2024-04-25
909,969,600.0,2023-01-29
910,1282,444.68,2023-04-23
911,1042,840.61,2023-09-19
912,4769,773.32,2023-12-14
913,3675,454.58,2024-12-06
914,2151,706.79,2023-03-31
915,3731,608.29,2024-07-04
916,1507,603.61,2023-11-05
917,4304,731.79,2023-01-27
918,4738,707.27,2023-12-15
919,3919,657.7,2023-03-14
920,4604,496.55,2024-06-15
921,139,644.66,2023-01-13
922,1812,729.2,2023-04-29
923,2874,586.25,2024-03-03
924,3960,355.68,2023-07-17
925,2036,738.42,2024-11-16
926,330,669.68,2023-12-03
927,710,709.63,2023-07-24
928,4449,756.1,2023-02-28
929,3255,691.19,2024-12-07
930,1498,534.55,2024-09-24
931,4486,920.14,2024-01-08
932,3414,794.74,2023-03-30
933,521,375.75,2023-07-18
934,111,916.28,2024-08-25
935,3612,874.82,2024-06-24
936,3154,477.75,2024-12-10
937,232,909.94,2023-02-26
938,2430,811.88,2023-04-11
939,3185,394.63,2024-02-20
940,801,470.73,2023-01-04
941,3256,470.58,2023-10-18
942,4311,559.67,2024-08-10
943,3436,402.89,2023-01-14
944,2382,821.04,2023-01-21
945,4219,687.14,2023-01-07
946,2577,857.03,2024-05-04
947,2147,947.29,2024-11-27
948,4774,663.67,2024-12-29
949,3972,566.13,2024-12-26
950,2074,819.21,2023-02-24
951,1387,530.07,2024-08-27
952,1998,651.02,2023-03-10
953,1766,673.08,2024-09-04
954,1166,625.07,2024-12-05
955,1884,553.0,2023-10-16
956,2156,761.76,2023-12-11
957,4436,893.28,2024-09-24
958,191,555.15,2024-03-24
959,1657,741.2,2023-05-08
960,4846,797.96,2023-11-27
961,1084,587.49,2023-10-11
962,2889,825.95,2024-03-31
963,4241,452.26,2023-10-30
964,3013,790.04,2024-02-16
965,3479,486.99,2023-08-08
966,386,565.23,2023-05-22
967,4235,899.96,2024-02-26
968,1601,848.45,2024-09-24
969,4796,611.27,2023-04-02
970,3774,495.41,2023-07-23
971,4587,850.73,2024-02-10
972,4514,727.57,2024-02-08
973,4679,808.45,2023-12-08
974,3666,373.79,2024-10-09
975,492,826.0,2023-12-04
976,278,854.89,2023-09-06
977,2216,472.55,2024-03-14
978,1258,715.65,2023-07-25
979,2636,593.07,2023-05-07
980,1955,507.13,2023-07-19
981,1961,571.78,2024-04-02
982,725,814.65,2023-06-27
983,136,883.72,2023-11-27
984,3993,536.06,2023-05-12
985,565,481.52,2024-07-01
986,3481,351.56,2024-05-31
987,1532,668.45,2024-04-06
988,1091,822.79,2024-11-10
989,4188,619.43,2023-05-26
990,2067,572.03,2023-11-14
991,2682,878.43,2023-08-27
992,977,755.39,2023-02-21
993,3854,588.98,2024-08-21
994,456,636.58,2023-01-16
995,4729,581.38,2024-07-16
996,4703,611.7,2023-11-10
997,2162,486.69,2023-11-27
998,4802,811.09,2023-10-12
999,2982,921.85,2024-05-19
1000,582,593.9,2024-11-20
1001,926,914.14,2024-01-07
1002,3488,474.01,2024-02-03
1003,155,594.68,2023-03-25
1004,142,800.21,2024-11-19
1005,646,856.4,2024-12-02
1006,1341,477.83,2023-07-04
1007,1556,362.92,2024-02-13
1008,4072,445.72,2024-05-30
1009,2320,614.7,2023-02-10
1010,4445,401.81,2024-08-31
1011,347,468.64,2023-01-30
1012,1698,784.73,2023-10-06
1013,1049,376.33,2023-05-30
1014,4159,781.46,2023-12-18
1015,4320,797.5,2023-10-09
1016,1120,525.11,2024-07-21
1017,2705,838.24,2023-04-13
1018,629,745.53,2024-06-22
1019,4574,790.77,2024-08-21
1020,1311,393.78,2023-03-08
1021,2560,823.8,2024-10-10
1022,3093,647.34,2023-12-21
1023,4327,620.95,2023-07-18
1024,2166,582.03,2024-05-09
1025,3511,909.3,2024-02-13
1026,4350,427.22,2023-08-01
1027,447,945.59,2024-05-14
1028,1711,633.11,2023-09-03
1029,4138,924.41,2024-05-20
1030,2381,858.32,2023-10-03
1031,1903,654.54,2023-12-16
1032,139,664.89,2023-06-21
1033,3048,753.43,2023-02-01
1034,2315,509.39,2023-12-12
1035,2854,502.23,2024-07-25
1036,2014,570.33,2024-06-08
1037,4419,920.15,2024-10-05
1038,2081,453.17,2023-02-18
1039,4763,509.9,2024-07-10
1040,367,559.01,2023-10-16
1041,3730,855.17,2024-08-27
1042,2163,796.95,2024-08-27
1043,4187,489.43,2023-05-03
1044,4269,806.42,2024-03-11
1045,406,896.2,2023-01-30
1046,3840,570.57,2023-08-14
1047,4699,487.6,2024-12-21
1048,4833,681.48,2024-01-05
1049,3079,620.86,2024-03-09
1050,74,924.12,2024-12-22
1051,2066,458.83,2023-02-10
1052,4834,658.86,2024-09-08
1053,3369,800.14,2023-12-10
1054,2390,791.96,2024-06-22
1055,4791,884.15,2023-11-04
1056,1615,759.14,2023-08-10
1057,4210,737.21,2023-01-09
1058,3008,480.26,2024-02-25
1059,1895,501.06,2024-10-07
1060,652,911.49,2024-12-06
1061,3173,647.24,2023-02-11
1062,2111,818.42,2024-03-30
1063,4540,387.09,2024-10-07
1064,2540,500.22,2023-05-15
1065,4799,452.91,2024-06-11
1066,1527,916.61,2024-08-17
1067,882,522.2,2023-01-07
1068,4575,618.88,2023-12-01
1069,4685,453.74,2024-10-28
1070,4151,693.85,2023-04-11
1071,326,557.94,2024-05-07
1072,3186,809.68,2024-02-14
1073,4927,787.63,2024-01-25
1074,537,679.87,2023-10-14
1075,679,580.5,2024-05-25
1076,513,506.06,2024-11-08
1077,4088,890.22,2024-11-22
1078,3708,807.76,2024-11-17
1079,970,367.95,2024-02-15
1080,3370,466.41,2023-05-13
1081,3372,892.61,2023-10-11
1082,3465,480.87,2023-02-02
1083,1477,913.34,2023-12-15
1084,4038,675.7,2024-02-29
1085,2761,858.45,2023-12-10
1086,3937,680.99,2024-03-05
1087,3204,626.14,2023-08-07
1088,3495,853.27,2023-01-29
1089,1794,902.55,2023-04-09
1090,912,733.03,2023-06-20
1091,2272,542.92,2024-03-15
1092,673,564.77,2023-10-09
1093,3953,716.76,2024-06-03
1094,2445,889.37,2024-12-06
1095,830,676.89,2023-12-23
1096,544,708.83,2024-02-25
1097,4201,472.07,2023-06-12
1098,3940,795.17,2023-05-25
1099,4368,703.14,2023-03-01
1100,4187,436.28,2023-08-13
1101,3973,415.76,2024-01-18
1102,4852,601.27,2023-06-18
1103,1617,485.52,2024-09-13
1104,4175,362.19,2024-04-01
1105,2012,441.4,2024-05-17
1106,1503,427.34,2023-07-14
1107,4010,903.82,2024-07-07
1108,802,411.57,2023-05-18
1109,2818,694.01,2024-09-21
1110,3656,914.81,2024-05-30
1111,3018,392.31,2023-10-02
1112,3619,614.93,2023-05-03
1113,3145,471.54,2024-12-05
1114,2588,719.28,2023-07-23
1115,4290,380.27,2024-02-16
1116,1166,740.42,2024-04-20
1117,4190,800.6,2023-04-24
1118,766,661.08,2024-08-10
1119,537,689.6,2024-07-25
1120,1889,761.77,2023-10-15
1121,2200,372.0,2023-05-14
1122,3553,734.67,2023-02-16
1123,4202,882.15,2023-08-19
1124,2727,747.02,2024-07-09
1125,4642,628.74,2024-10-11
1126,1740,574.82,2023-11-09
1127,498,860.75,2024-06-05
1128,2581,814.98,2024-07-15
1129,2378,445.49,2023-01-02
1130,2454,716.59,2024-01-07
1131,2057,904.16,2023-07-03
1132,4127,647.22,2024-04-23
1133,2778,610.09,2023-11-20
1134,1864,800.03,2024-02-24
1135,3351,686.33,2023-03-20
1136,2555,931.66,2024-10-22
1137,1742,802.99,2023-05-14
1138,2513,839.81,2023-07-24
1139,1662,643.06,2023-07-12
1140,1419,928.21,2024-11-05
1141,2483,853.65,2024-06-16
1142,792,710.42,2023-11-03
1143,2541,521.93,2024-08-07
1144,493,810.76,2023-05-30
1145,196,662.55,2023-05-24
1146,3831,490.18,2024-09-16
1147,4765,415.49,2023-05-11
1148,763,539.4,2024-11-15
1149,4153,606.8,2023-09-21
1150,2262,776.91,2023-06-17
1151,4618,917.08,2023-03-23
1152,1375,357.56,2023-11-17
1153,1215,754.99,2024-06-06
1154,3665,366.42,2023-05-04
1155,4710,378.6,2023-06-11
1156,2343,606.02,2024-01-17
1157,1247,892.58,2023-03-09
1158,1033,872.92,2023-12-28
1159,3322,442.15,2023-10-25
1160,1794,626.67,2023-06-06
1161,4994,921.52,2023-02-08
1162,3473,601.19,2023-12-25
1163,2134,570.25,2024-02-29
1164,3446,819.53,2023-02-25
1165,1554,614.23,2023-02-19
1166,3604,378.2,2023-02-22
1167,4637,893.54,2024-01-19
1168,2991,640.15,2023-12-28
1169,1914,895.1,2024-06-25
1170,1058,940.0,2024-12-18
1171,3712,683.38,2024-12-05
1172,1687,625.36,2023-04-16
1173,3896,738.22,2023-03-15
1174,4558,560.27,2024-12-14
1175,3306,720.65,2024-12-05
1176,513,780.7,2024-04-28
1177,4477,398.53,2024-07-27
1178,3996,831.03,2024-06-01
1179,725,565.65,2024-08-26
1180,980,667.09,2024-03-15
1181,1139,491.51,2023-07-30
1182,3822,661.01,2023-02-28
1183,4125,738.72,2023-03-11
1184,4711,568.43,2023-03-22
1185,2824,864.82,2023-07-01
1186,870,355.74,2023-02-20
1187,153,505.02,2024-05-13
1188,574,823.3,2023-10-26
1189,366,610.53,2023-12-03
1190,3550,659.55,2024-08-28
1191,315,835.99,2023-07-18
1192,3639,902.86,2024-07-08
1193,3416,946.5,2023-03-06
1194,2479,603.81,2023-07-30
1195,4826,399.37,2023-05-26
1196,3768,730.03,2023-06-27
1197,1780,632.52,2024-06-02
1198,1591,617.68,2024-10-26
1199,3470,432.72,2023-08-31
1200,907,784.22,2023-10-09
1201,3865,352.48,2023-04-06
1202,1193,586.26,2023-01-19
1203,3033,879.91,2024-12-23
1204,1286,948.91,2023-05-12
1205,3301,582.62,2023-06-16
1206,1916,582.63,2023-02-23
1207,770,945.08,2023-08-26
1208,2369,434.88,2023-04-15
1209,2061,779.21,2024-05-26
1210,3582,487.52,2023-05-31
1211,4851,650.31,2023-05-15
1212,4115,415.74,2024-07-18
1213,147,471.28,2024-08-25
1214,3201,762.56,2024-07-10
1215,2702,465.26,2024-08-27
1216,566,465.12,2023-12-24
1217,4134,462.01,2024-03-14
1218,2045,648.72,2023-10-16
1219,3659,664.98,2024-06-19
1220,4338,890.76,2023-11-01
1221,2714,761.32,2023-05-08
1222,4980,662.43,2024-06-30
1223,925,784.27,2023-08-07
1224,4654,422.27,2024-05-18
1225,1218,468.61,2023-05-14
1226,4536,661.28,2024-10-20
1227,1844,721.26,2024-12-21
1228,3748,541.78,2023-04-05
1229,1667,879.07,2024-04-28
1230,406,573.47,2023-11-23
1231,2340,833.48,2023-01-28
1232,2749,763.51,2024-05-12
1233,2646,561.13,2023-07-07
1234,2417,938.1,2023-07-26
1235,3449,941.94,2024-09-26
1236,333,837.47,2023-02-05
1237,1296,784.88,2023-11-03
1238,4784,718.44,2023-05-01
1239,2273,754.68,2023-01-13
1240,3849,868.97,2024-04-28
1241,4514,625.47,2024-08-01
1242,3447,647.45,2023-12-31
1243,1669,763.08,2023-01-11
1244,5,515.57,2023-11-17
1245,2489,555.1,2024-09-13
1246,2310,433.82,2024-01-14
1247,1887,629.62,2024-04-10
1248,1701,449.71,2024-02-11
1249,4715,874.34,2023-07-25
1250,3695,438.34,2023-11-16
1251,2245,691.65,2024-05-02
1252,987,448.06,2023-06-12
1253,3094,894.71,2023-11-19
1254,599,524.06,2024-10-14
1255,1984,599.8,2023-06-16
1256,382,386.08,2023-04-09
1257,1178,944.75,2024-06-07
1258,3062,491.44,2023-11-16
1259,419,430.65,2024-05-11
1260,139,654.8,2024-08-12
1261,2906,491.65,2024-12-24
1262,4991,633.3,2024-03-21
1263,2130,371.07,2023-07-30
1264,4048,511.71,2024-08-11
1265,3212,849.99,2024-07-24
1266,1068,607.08,2023-08-16
1267,4017,578.15,2023-05-10
1268,2154,588.62,2023-01-07
1269,2711,782.09,2024-08-08
1270,4914,737.86,2023-04-25
1271,4471,894.72,2023-10-29
1272,2459,816.08,2024-09-15
1273,2335,941.93,2023-12-02
1274,312,828.39,2024-12-06
1275,2688,820.55,2023-12-08
1276,4796,513.92,2023-01-14
1277,3352,806.81,2023-09-06
1278,2705,601.9,2023-06-15
1279,3779,936.67,2024-01-30
1280,618,360.64,2024-01-06
1281,325,384.92,2024-09-05
1282,812,641.28,2023-04-18
1283,2977,496.78,2023-06-02
1284,4556,881.83,2024-04-17
1285,3957,947.33,2023-09-26
1286,50,684.8,2024-07-25
1287,4297,536.88,2024-08-14
1288,3617,568.11,2023-08-06
1289,614,820.15,2023-05-01
1290,2970,792.52,2023-10-25
1291,2641,916.68,2023-03-07
1292,3450,529.38,2023-09-07
1293,4829,667.23,2024-06-16
1294,4380,490.94,2024-04-17
1295,13,374.32,2024-04-11
1296,2066,859.07,2024-07-19
1297,4491,599.07,2023-05-21
1298,4524,762.38,2024-12-28
1299,4024,788.18,2024-05-16
1300,787,702.56,2024-07-08
1301,4480,625.9,2023-07-11
1302,1585,381.19,2024-03-25
1303,2794,766.19,2023-12-22
1304,3878,847.29,2024-02-21
1305,772,577.73,2024-07-21
1306,2066,410.17,2023-07-21
1307,54,372.21,2024-09-26
1308,1674,909.1,2023-06-18
1309,179,594.68,2024-02-16
1310,1458,362.91,2024-10-28
1311,3508,642.87,2024-09-22
1312,4107,494.24,2023-03-28
1313,4852,726.19,2024-12-31
1314,675,784.14,2023-01-30
1315,1488,864.35,2024-12-19
1316,1455,708.03,2023-07-26
1317,4186,762.29,2023-06-30
1318,3569,537.21,2024-09-02
1319,1259,849.98,2024-07-26
1320,447,488.55,2023-12-21
1321,880,726.95,2023-06-15
1322,1391,796.04,2023-11-19
1323,4311,401.09,2024-03-28
1324,3791,454.76,2024-10-22
1325,1512,556.97,2024-06-27
1326,1616,604.53,2024-03-01
1327,4352,414.25,2023-08-16
1328,143,545.23,2023-08-14
1329,1217,855.17,2023-05-22
1330,3487,379.18,2023-03-12
1331,727,673.67,2023-04-20
1332,1517,900.7,2023-09-08
1333,136,638.1,2024-06-21
1334,4312,913.02,2024-07-28
1335,502,910.62,2023-03-20
1336,1162,449.88,2023-05-20
1337,2162,725.33,2024-11-29
1338,3403,560.1,2023-05-11
1339,780,386.11,2023-02-02
1340,3629,831.58,2023-10-07
1341,2725,457.08,2023-02-18
1342,2851,772.33,2023-02-05
1343,4826,901.08,2023-03-23
1344,548,714.66,2024-04-17
1345,957,542.94,2023-01-29
1346,4184,832.1,2024-10-04
1347,1011,399.99,2024-12-11
1348,518,852.26,2023-11-27
1349,191,748.48,2023-11-07
1350,879,449.33,2023-06-15
1351,2815,385.76,2023-03-19
1352,931,935.79,2024-05-30
1353,3733,816.42,2023-12-06
1354,492,943.13,2023-07-06
1355,3239,630.52,2023-02-12
1356,1599,689.67,2024-08-26
1357,3974,497.77,2023-01-09
1358,3595,719.88,2023-04-07
1359,2329,713.09,2023-09-04
1360,4038,896.7,2023-04-21
1361,4918,405.95,2023-10-10
1362,3031,416.5,2023-05-06
1363,2096,578.86,2024-07-04
1364,4110,826.08,2023-05-04
1365,4054,540.84,2024-02-24
1366,527,375.28,2023-12-24
1367,4551,486.42,2023-10-30
1368,4420,783.68,2023-12-14
1369,4884,389.25,2023-06-13
1370,3831,551.41,2023-08-22
1371,3417,797.03,2023-11-05
1372,3875,718.47,2024-09-24
1373,459,562.38,2023-08-24
1374,1581,914.78,2024-11-07
1375,2523,635.88,2023-01-14
1376,4729,860.36,2024-05-10
1377,4511,465.95,2024-03-07
1378,1569,901.24,2024-01-22
1379,2213,856.13,2024-10-07
1380,3024,666.47,2023-12-05
1381,4146,681.58,2023-04-13
1382,4468,572.66,2024-04-06
1383,3893,400.92,2023-01-24
1384,3626,856.17,2024-01-05
1385,3870,605.74,2024-03-19
1386,1080,941.85,2024-04-17
1387,585,385.01,2024-12-27
1388,3195,412.05,2023-02-04
1389,2336,453.53,2023-02-03
1390,2048,362.58,2023-07-31
1391,2859,490.41,2024-02-04
1392,4334,436.37,2024-05-27
1393,537,543.13,2024-04-23
1394,4394,362.69,2024-04-23
1395,4599,580.48,2023-04-30
1396,3514,712.96,2023-03-05
1397,4266,540.57,2023-09-24
1398,3821,546.36,2023-03-04
1399,3595,528.53,2024-06-21
1400,815,505.11,2023-11-10
1401,1942,807.63,2023-09-26
1402,2300,596.43,2024-09-08
1403,1378,589.93,2023-06-28
1404,3393,812.84,2024-09-03
1405,2817,407.46,2024-12-14
1406,4279,414.52,2023-08-22
1407,4377,878.11,2023-08-27
1408,1546,517.58,2024-12-18
1409,2493,919.58,2023-11-23
1410,2763,891.06,2024-08-10
1411,1305,627.29,2024-04-27
1412,3719,403.41,2024-01-14
1413,4370,720.47,2024-10-24
1414,3372,420.43,2024-02-06
1415,192,385.07,2023-07-29
1416,856,419.93,2024-11-20
1417,4036,650.93,2023-03-11
1418,4432,632.93,2024-09-12
1419,3779,749.56,2024-06-21
1420,4744,449.39,2023-09-05
1421,479,694.56,2024-04-06
1422,3867,434.46,2023-11-24
1423,4541,529.28,2023-02-23
1424,4966,734.74,2024-02-29
1425,1532,730.04,2023-01-27
1426,4798,948.27,2023-10-06
1427,3345,772.87,2024-11-13
1428,3235,352.24,2023-01-02
1429,3411,660.14,2023-01-27
1430,1496,838.69,2024-01-14
1431,1282,866.99,2024-06-17
1432,4892,623.09,2024-04-16
1433,4577,508.0,2024-03-28
1434,91,507.85,2023-04-28
1435,4764,366.09,2023-10-02
1436,989,596.19,2024-11-26
1437,854,647.49,2023-05-20
1438,1564,917.11,2024-08-06
1439,3608,806.74,2023-02-02
1440,4655,857.52,2023-12-03
1441,1838,835.92,2023-07-19
1442,460,419.54,2024-08-28
1443,1313,547.83,2024-06-23
1444,3503,519.33,2023-01-21
1445,2117,666.94,2023-11-22
1446,375,452.34,2023-03-26
1447,2036,818.15,2023-10-28
1448,2218,853.29,2023-05-04
1449,2823,897.75,2024-01-02
1450,425,480.95,2024-04-29
1451,812,544.08,2024-12-25
1452,255,356.4,2023-09-20
1453,4545,658.95,2024-06-06
1454,1221,611.71,2023-05-29
1455,453,399.13,2023-02-05
1456,1184,780.49,2023-04-21
1457,2611,834.27,2024-02-19
1458,1422,378.81,2024-11-06
1459,3487,761.15,2024-08-09
1460,2990,777.35,2024-05-19
1461,2565,757.58,2023-04-17
1462,4142,609.96,2024-09-06
1463,3675,434.41,2023-01-17
1464,223,611.73,2024-09-01
1465,3820,496.81,2023-12-17
1466,4217,618.97,2024-10-20
1467,4775,506.58,2024-12-14
1468,1213,860.96,2024-11-05
1469,1725,421.67,2023-12-21
1470,888,416.06,2024-10-10
1471,4570,397.05,2024-05-20
1472,4199,468.78,2023-08-22
1473,2704,857.45,2023-03-14
1474,482,704.61,2023-07-21
1475,3358,605.18,2023-04-24
1476,3965,940.94,2024-01-05
1477,4155,936.38,2023-03-29
1478,4308,819.54,2023-09-03
1479,3813,850.43,2023-01-23
1480,3449,390.62,2024-12-20
1481,3692,396.42,2023-12-30
1482,2796,763.35,2024-04-06
1483,2820,674.5,2024-08-10
1484,1604,715.66,2024-11-17
1485,3922,924.0,2023-06-13
1486,3433,509.62,2023-03-01
1487,4481,923.96,2023-10-04
1488,2239,534.13,2023-10-09
1489,504,459.85,2024-06-13
1490,4276,550.93,2023-11-17
1491,4863,706.62,2023-03-28
1492,463,656.73,2024-04-08
1493,887,643.11,2024-03-23
1494,3096,786.66,2023-09-10
1495,2568,643.91,2023-01-02
1496,1595,846.88,2024-06-03
1497,562,673.38,2024-06-16
1498,1654,446.91,2023-01-10
1499,3832,926.99,2023-07-28
1500,4535,790.39,2024-02-07
1501,2695,882.8,2023-08-27
1502,3645,352.0,2023-05-06
1503,1083,928.52,2024-09-01
1504,4794,457.23,2024-09-15
1505,3761,738.9,2023-05-17
1506,2148,693.26,2024-03-31
1507,3339,404.05,2024-09-17
1508,1795,536.18,2024-07-01
1509,4051,634.55,2024-11-28
1510,3126,376.18,2023-08-16
1511,835,363.36,2024-10-01
1512,4369,903.62,2023-05-15
1513,2139,568.15,2023-03-23
1514,1011,898.38,2024-05-19
1515,871,676.99,2023-05-23
1516,3200,551.36,2023-07-04
1517,3736,420.16,2023-01-10
1518,3297,668.07,2024-02-24
1519,3467,855.01,2024-03-22
1520,2928,865.35,2024-01-10
1521,4438,500.11,2023-10-18
1522,1505,731.8,2024-08-16
1523,688,736.72,2023-08-09
1524,3626,510.22,2024-04-07
1525,1586,604.58,2024-01-07
1526,3400,647.43,2023-03-17
1527,1308,844.05,2024-12-20
1528,1326,529.64,2024-07-19
1529,3652,609.55,2023-11-05
1530,613,542.9,2024-04-30
1531,1116,422.72,2023-09-11
1532,536,767.29,2024-09-28
1533,681,498.53,2024-01-23
1534,4305,900.52,2024-08-28
1535,392,451.29,2024-05-28
1536,1310,696.06,2024-03-19
1537,3980,784.94,2023-07-02
1538,134,647.2,2023-03-28
1539,629,479.22,2024-01-10
1540,228,838.1,2024-12-29
1541,1864,463.35,2024-02-27
1542,4255,800.82,2024-08-27
1543,2355,841.49,2023-10-22
1544,4955,434.46,2024-07-27
1545,1685,605.83,2024-05-07
1546,2287,527.82,2023-07-12
1547,1387,924.5,2023-12-06
1548,3700,418.6,2024-08-09
1549,2706,921.34,2024-01-10
1550,2223,689.38,2024-03-21
1551,4425,501.83,2023-06-11
1552,3741,762.16,2023-02-13
1553,2135,391.42,2023-06-28
1554,4452,405.66,2024-05-26
1555,905,641.63,2024-01-30
1556,4800,704.0,2023-10-21
1557,2226,535.98,2024-10-23
1558,4596,462.89,2024-01-23
1559,1747,914.06,2023-06-27
1560,2229,645.82,2023-01-12
1561,2542,450.53,2024-11-28
1562,3044,931.18,2024-12-28
1563,2222,944.74,2024-04-25
1564,946,449.13,2023-02-07
1565,3613,489.17,2023-04-01
1566,3137,683.35,2024-07-03
1567,359,578.39,2024-07-28
1568,1485,511.98,2023-09-09
1569,4918,634.39,2024-03-24
1570,3210,766.09,2023-11-24
1571,1623,426.3,2024-09-30
1572,4652,689.91,2023-08-16
1573,4732,410.68,2024-05-06
1574,2790,714.34,2023-02-22
1575,2971,651.26,2023-11-04
1576,960,700.26,2024-10-25
1577,2539,657.64,2023-10-10
1578,3420,845.58,2024-11-30
1579,945,390.04,2024-06-25
1580,4276,352.41,2023-08-26
1581,2209,590.81,2023-02-16
1582,148,603.59,2024-03-08
1583,4932,478.84,2023-09-29
1584,4018,493.12,2023-03-16
1585,241,806.35,2024-02-10
1586,2010,648.96,2023-01-05
1587,3599,450.84,2024-07-29
1588,3049,371.97,2023-05-11
1589,1122,585.98,2024-02-14
1590,2033,534.03,2023-12-18
1591,2310,583.85,2024-09-18
1592,4157,933.89,2024-09-21
1593,167,803.18,2024-05-02
1594,2845,934.55,2023-11-13
1595,502,769.01,2023-01-09
1596,592,622.58,2024-01-06
1597,202,525.74,2024-11-12
1598,1951,545.34,2024-07-15
1599,944,523.11,2023-06-04
1600,3865,915.2,2023-01-25
1601,621,853.61,2024-01-05
1602,1964,466.14,2024-06-17
1603,4055,708.49,2023-05-19
1604,4415,493.23,2024-08-23
1605,1380,706.52,2023-06-07
1606,1973,651.33,2023-05-07
1607,659,743.55,2024-05-17
1608,2278,884.53,2023-02-16
1609,454,819.65,2023-09-16
1610,1831,802.25,2024-01-31
1611,1348,671.96,2024-10-07
1612,2069,477.18,2023-08-18
1613,3985,580.67,2024-10-08
1614,1745,541.68,2024-04-30
1615,1136,705.7,2023-10-08
1616,1193,521.44,2024-05-07
1617,1411,864.68,2023-06-11
1618,3472,521.94,2024-05-05
1619,1223,650.92,2023-09-11
1620,2007,481.57,2023-08-30
1621,1300,729.65,2023-02-15
1622,1777,458.13,2023-06-03
1623,3650,548.19,2023-04-13
1624,4087,740.26,2023-12-29
1625,4323,478.47,2024-11-29
1626,2230,752.88,2023-03-15
1627,3739,481.38,2024-09-30
1628,4156,831.07,2024-12-13
1629,686,788.5,2024-06-11
1630,684,781.0,2024-08-11
1631,1175,523.39,2024-11-06
1632,1166,517.98,2023-06-24
1633,4912,612.39,2023-08-20
1634,2919,836.33,2024-05-19
1635,3036,446.57,2024-06-09
1636,4164,486.71,2023-02-01
1637,1806,703.21,2023-09-26
1638,4483,371.65,2023-01-28
1639,4966,455.72,2023-08-25
1640,3339,615.62,2024-06-30
1641,3013,848.24,2023-10-10
1642,2864,556.18,2024-08-31
1643,2554,520.47,2023-11-10
1644,1155,821.04,2024-09-06
1645,3796,902.85,2024-05-15
1646,1203,607.02,2023-07-12
1647,1341,825.28,2023-07-29
1648,2079,669.79,2023-07-27
1649,3975,754.05,2024-01-16
1650,3666,732.75,2023-08-13
1651,4036,674.82,2023-04-05
1652,1900,931.47,2023-07-20
1653,626,414.26,2024-02-03
1654,2703,479.35,2023-05-29
1655,3442,501.36,2024-01-26
1656,3099,616.89,2023-12-27
1657,3631,370.95,2024-05-04
1658,878,842.65,2024-05-05
1659,767,567.02,2024-10-23
1660,712,741.34,2023-08-17
1661,1885,823.56,2023-08-20
1662,1904,569.63,2023-06-20
1663,3047,552.06,2023-05-06
1664,1687,551.14,2024-07-18
1665,2500,417.95,2023-02-26
1666,1989,787.22,2023-03-27
1667,640,887.21,2024-03-27
1668,1578,843.07,2023-05-23
1669,194,910.88,2024-10-12
1670,1050,429.38,2023-03-27
1671,3729,487.11,2024-07-07
1672,1434,860.01,2024-10-07
1673,3524,814.8,2023-02-10
1674,3251,673.37,2024-10-06
1675,4558,767.43,2024-10-20
1676,3391,602.72,2023-01-01
1677,3938,359.9,2024-09-29
1678,3385,834.01,2024-07-10
1679,4423,594.53,2023-08-22
1680,4874,799.45,2024-06-05
1681,3712,537.65,2024-03-15
1682,4594,918.09,2024-08-12
1683,1385,724.99,2023-12-06
1684,4704,818.81,2023-03-24
1685,708,932.1,2023-05-12
1686,4305,533.12,2024-10-27
1687,1701,665.61,2023-07-14
1688,2621,358.53,2024-08-05
1689,2006,437.83,2024-03-29
1690,3024,464.23,2024-09-24
1691,3184,713.96,2024-05-27
1692,3247,464.67,2024-12-04
1693,1029,383.11,2023-03-25
1694,1987,785.44,2023-01-14
1695,3247,852.13,2023-07-21
1696,1652,453.0,2024-09-06
1697,3212,898.13,2024-09-15
1698,580,845.34,2024-11-08
1699,4572,576.36,2023-11-13
1700,909,938.48,2023-12-14
1701,764,946.79,2024-01-30
1702,2404,847.34,2024-11-15
1703,2066,904.62,2023-12-08
1704,4957,874.97,2023-07-16
1705,3403,816.19,2024-09-01
1706,3870,686.87,2024-03-18
1707,4790,361.28,2024-06-23
1708,122,352.14,2024-04-11
1709,26,469.47,2023-06-14
1710,3410,374.04,2023-01-14
1711,4328,652.38,2024-06-28
1712,2508,865.3,2024-11-06
1713,1555,897.6,2023-03-24
1714,1649,766.51,2023-10-01
1715,3765,497.1,2023-01-22
1716,2992,477.6,2024-06-14
1717,4334,737.21,2024-09-06
1718,1816,410.51,2023-06-14
1719,67,536.62,2023-10-06
1720,1322,651.73,2023-05-29
1721,1952,792.58,2023-05-08
