vendor_id,vendor_name,location,rating,lead_time_days
675,Vendor_675,Hyderabad,3.95,4
676,Vendor_676,Mumbai,3.74,9
677,Vendor_677,Ahmedabad,4.2,8
678,Vendor_678,Nagpur,3.72,14
679,Vendor_679,Kolkata,4.6,8
680,Vendor_680,Hyderabad,3.7,8
681,Vendor_681,Surat,4.34,8
682,Vendor_682,Chennai,4.2,7
683,Vendor_683,Ahmedabad,3.87,4
684,Vendor_684,Mumbai,3.94,9
685,Vendor_685,Nagpur,4.13,5
686,Vendor_686,Kolkata,4.9,14
687,Vendor_687,Kolkata,3.78,5
688,Vendor_688,Ahmedabad,4.99,10
689,Vendor_689,Ahmedabad,4.82,10
690,Vendor_690,Mumbai,3.64,9
691,Vendor_691,Surat,4.19,6
692,Vendor_692,Chennai,4.38,3
693,Vendor_693,Mumbai,3.92,12
694,Vendor_694,Ahmedabad,3.93,3
695,Vendor_695,Pune,4.15,7
696,Vendor_696,Kolkata,4.65,8
697,Vendor_697,Mumbai,4.1,12
698,Vendor_698,Surat,3.79,11
699,Vendor_699,Bangalore,3.61,11
700,Vendor_700,Ahmedabad,4.65,7
701,Vendor_701,Nagpur,4.52,4
702,Vendor_702,Delhi,4.96,9
703,Vendor_703,Kolkata,4.69,8
704,Vendor_704,Surat,4.91,15
705,Vendor_705,Delhi,3.8,11
706,Vendor_706,Hyderabad,4.25,3
707,Vendor_707,Mumbai,3.71,8
708,Vendor_708,Ahmedabad,4.28,5
709,Vendor_709,Nagpur,4.84,5
710,Vendor_710,Kolkata,4.9,8
711,Vendor_711,Delhi,4.09,12
712,Vendor_712,Bangalore,4.39,11
713,Vendor_713,Surat,4.3,14
714,Vendor_714,Nagpur,3.95,3
715,Vendor_715,Kolkata,4.0,4
716,Vendor_716,Hyderabad,4.38,15
717,Vendor_717,Mumbai,4.4,7
718,Vendor_718,Nagpur,4.37,14
719,Vendor_719,Mumbai,4.38,5
720,Vendor_720,Surat,4.44,12
721,Vendor_721,Hyderabad,3.72,13
722,Vendor_722,Chennai,3.55,14
723,Vendor_723,Pune,3.79,10
724,Vendor_724,Kolkata,4.13,9
725,Vendor_725,Chennai,4.12,15
726,Vendor_726,Nagpur,4.88,14
727,Vendor_727,Mumbai,4.56,11
728,Vendor_728,Chennai,4.34,13
729,Vendor_729,Ahmedabad,4.29,8
730,Vendor_730,Delhi,4.19,11
731,Vendor_731,Kolkata,4.32,13
732,Vendor_732,Bangalore,4.42,6
733,Vendor_733,Chennai,3.92,7
734,Vendor_734,Chennai,4.91,7
735,Vendor_735,Bangalore,4.56,14
736,Vendor_736,Ahmedabad,3.98,8
737,Vendor_737,Surat,4.9,15
738,Vendor_738,Bangalore,3.93,12
739,Vendor_739,Surat,4.07,9
740,Vendor_740,Kolkata,4.93,15
741,Vendor_741,Delhi,3.94,7
742,Vendor_742,Pune,4.02,10
743,Vendor_743,Bangalore,4.62,6
744,Vendor_744,Chennai,4.74,7
745,Vendor_745,Surat,4.54,5
746,Vendor_746,Pune,4.42,12
747,Vendor_747,Chennai,3.86,13
748,Vendor_748,Surat,3.84,6
749,Vendor_749,Mumbai,3.65,8
750,Vendor_750,Ahmedabad,3.65,15
751,Vendor_751,Delhi,3.51,11
752,Vendor_752,Delhi,4.11,10
753,Vendor_753,Ahmedabad,4.48,15
754,Vendor_754,Bangalore,3.98,13
755,Vendor_755,Mumbai,4.86,4
756,Vendor_756,Nagpur,3.85,14
757,Vendor_757,Mumbai,4.87,5
758,Vendor_758,Hyderabad,4.82,5
759,Vendor_759,Mumbai,5.0,9
760,Vendor_760,Ahmedabad,3.78,14
761,Vendor_761,Bangalore,4.82,3
762,Vendor_762,Bangalore,4.35,4
763,Vendor_763,Kolkata,3.93,13
764,Vendor_764,Surat,4.29,5
765,Vendor_765,Surat,4.2,6
766,Vendor_766,Pune,4.0,14
767,Vendor_767,Ahmedabad,4.47,14
768,Vendor_768,Delhi,3.52,8
769,Vendor_769,Bangalore,4.35,15
770,Vendor_770,Chennai,3.76,13
771,Vendor_771,Hyderabad,4.74,11
772,Vendor_772,Kolkata,3.63,13
773,Vendor_773,Pune,3.78,5
774,Vendor_774,Ahmedabad,3.99,6
775,Vendor_775,Mumbai,3.89,6
776,Vendor_776,Ahmedabad,4.63,8
777,Vendor_777,Bangalore,4.37,12
778,Vendor_778,Mumbai,3.89,8
779,Vendor_779,Chennai,3.59,4
780,Vendor_780,Ahmedabad,3.96,9
781,Vendor_781,Surat,4.88,14
782,Vendor_782,Bangalore,4.54,13
783,Vendor_783,Bangalore,4.05,6
784,Vendor_784,Chennai,4.94,10
785,Vendor_785,Delhi,4.18,12
786,Vendor_786,Kolkata,4.12,11
787,Vendor_787,Ahmedabad,4.64,15
788,Vendor_788,Chennai,4.64,13
789,Vendor_789,Nagpur,4.81,4
790,Vendor_790,Surat,4.17,14
791,Vendor_791,Kolkata,3.62,12
792,Vendor_792,Pune,3.59,11
793,Vendor_793,Surat,3.8,11
794,Vendor_794,Delhi,3.75,11
795,Vendor_795,Ahmedabad,3.67,6
796,Vendor_796,Nagpur,4.23,11
797,Vendor_797,Ahmedabad,4.71,10
798,Vendor_798,Delhi,4.27,10
799,Vendor_799,Nagpur,3.59,10
800,Vendor_800,Bangalore,4.58,9
801,Vendor_801,Bangalore,4.72,14
802,Vendor_802,Chennai,4.37,3
803,Vendor_803,Hyderabad,4.02,4
804,Vendor_804,Surat,4.99,4
805,Vendor_805,Ahmedabad,3.55,9
806,Vendor_806,Delhi,4.65,15
807,Vendor_807,Hyderabad,4.06,9
808,Vendor_808,Ahmedabad,4.8,9
809,Vendor_809,Hyderabad,3.62,13
810,Vendor_810,Surat,3.7,8
811,Vendor_811,Pune,3.77,11
812,Vendor_812,Hyderabad,4.29,14
813,Vendor_813,Chennai,4.75,15
814,Vendor_814,Mumbai,4.97,10
815,Vendor_815,Surat,4.14,9
816,Vendor_816,Chennai,3.87,8
817,Vendor_817,Delhi,3.91,14
818,Vendor_818,Pune,3.55,13
819,Vendor_819,Hyderabad,4.42,3
820,Vendor_820,Chennai,3.81,4
821,Vendor_821,Nagpur,3.55,12
822,Vendor_822,Mumbai,3.87,3
823,Vendor_823,Hyderabad,4.16,11
824,Vendor_824,Chennai,4.63,15
825,Vendor_825,Mumbai,3.71,7
826,Vendor_826,Chennai,4.72,14
827,Vendor_827,Nagpur,3.98,12
828,Vendor_828,Kolkata,3.86,5
829,Vendor_829,Surat,3.83,7
830,Vendor_830,Bangalore,3.59,12
831,Vendor_831,Delhi,4.44,9
832,Vendor_832,Surat,4.24,8
833,Vendor_833,Hyderabad,4.68,8
834,Vendor_834,Hyderabad,4.11,7
835,Vendor_835,Hyderabad,3.78,11
836,Vendor_836,Ahmedabad,3.86,6
837,Vendor_837,Bangalore,4.79,5
838,Vendor_838,Ahmedabad,4.87,11
839,Vendor_839,Hyderabad,4.95,11
840,Vendor_840,Surat,3.7,6
841,Vendor_841,Bangalore,3.81,13
842,Vendor_842,Pune,4.88,8
843,Vendor_843,Pune,4.3,6
844,Vendor_844,Mumbai,3.9,13
845,Vendor_845,Nagpur,4.4,4
846,Vendor_846,Chennai,4.71,12
847,Vendor_847,Surat,3.83,6
848,Vendor_848,Kolkata,3.95,3
849,Vendor_849,Chennai,4.91,14
850,Vendor_850,Pune,4.62,15
851,Vendor_851,Ahmedabad,4.87,14
852,Vendor_852,Nagpur,4.56,9
853,Vendor_853,Chennai,4.33,15
854,Vendor_854,Bangalore,4.07,11
855,Vendor_855,Kolkata,3.96,8
856,Vendor_856,Surat,4.82,10
857,Vendor_857,Pune,4.7,14
858,Vendor_858,Ahmedabad,4.64,8
859,Vendor_859,Chennai,4.06,9
860,Vendor_860,Mumbai,4.34,6
861,Vendor_861,Delhi,3.52,11
862,Vendor_862,Nagpur,4.37,9
863,Vendor_863,Bangalore,3.73,8
864,Vendor_864,Chennai,4.07,6
865,Vendor_865,Ahmedabad,4.33,13
866,Vendor_866,Kolkata,3.89,10
867,Vendor_867,Ahmedabad,4.19,14
868,Vendor_868,Kolkata,3.75,14
869,Vendor_869,Surat,4.23,11
870,Vendor_870,Mumbai,4.29,4
871,Vendor_871,Mumbai,4.65,9
872,Vendor_872,Delhi,4.76,6
873,Vendor_873,Pune,4.56,3
874,Vendor_874,Chennai,4.26,8
875,Vendor_875,Mumbai,4.43,13
876,Vendor_876,Nagpur,4.87,13
877,Vendor_877,Ahmedabad,3.52,11
878,Vendor_878,Surat,4.12,3
879,Vendor_879,Surat,4.58,11
880,Vendor_880,Bangalore,3.53,14
881,Vendor_881,Hyderabad,4.71,5
882,Vendor_882,Pune,4.88,11
883,Vendor_883,Delhi,3.86,12
884,Vendor_884,Surat,3.88,8
885,Vendor_885,Bangalore,4.69,4
886,Vendor_886,Kolkata,4.94,10
887,Vendor_887,Nagpur,3.86,14
888,Vendor_888,Chennai,3.95,4
889,Vendor_889,Mumbai,3.64,9
890,Vendor_890,Hyderabad,4.33,3
891,Vendor_891,Mumbai,4.55,4
892,Vendor_892,Ahmedabad,4.77,13
893,Vendor_893,Kolkata,4.35,4
894,Vendor_894,Surat,4.88,6
895,Vendor_895,Chennai,4.85,14
896,Vendor_896,Nagpur,4.21,3
897,Vendor_897,Pune,4.53,7
898,Vendor_898,Surat,4.35,3
899,Vendor_899,Delhi,4.89,8
900,Vendor_900,Mumbai,4.94,12
901,Vendor_901,Delhi,4.63,14
902,Vendor_902,Hyderabad,4.89,7
903,Vendor_903,Delhi,4.35,12
904,Vendor_904,Hyderabad,4.52,11
905,Vendor_905,Kolkata,4.08,14
906,Vendor_906,Delhi,4.69,14
907,Vendor_907,Pune,4.25,8
908,Vendor_908,Mumbai,3.65,6
909,Vendor_909,Pune,4.01,15
910,Vendor_910,Nagpur,4.93,9
911,Vendor_911,Kolkata,3.54,7
912,Vendor_912,Ahmedabad,4.24,8
913,Vendor_913,Surat,4.91,9
914,Vendor_914,Delhi,4.52,13
915,Vendor_915,Hyderabad,3.63,12
916,Vendor_916,Bangalore,4.7,14
917,Vendor_917,Pune,3.62,5
918,Vendor_918,Hyderabad,4.57,13
919,Vendor_919,Delhi,4.61,8
920,Vendor_920,Kolkata,3.66,3
921,Vendor_921,Bangalore,4.17,15
922,Vendor_922,Bangalore,3.65,4
923,Vendor_923,Delhi,4.15,11
924,Vendor_924,Surat,4.27,4
925,Vendor_925,Mumbai,3.63,11
926,Vendor_926,Pune,4.4,15
927,Vendor_927,Kolkata,4.8,3
928,Vendor_928,Bangalore,4.12,15
929,Vendor_929,Pune,4.59,11
930,Vendor_930,Chennai,4.36,5
931,Vendor_931,Hyderabad,3.75,7
932,Vendor_932,Bangalore,3.9,5
933,Vendor_933,Pune,3.75,7
934,Vendor_934,Hyderabad,3.95,15
935,Vendor_935,Pune,4.04,6
936,Vendor_936,Ahmedabad,4.39,6
937,Vendor_937,Ahmedabad,3.66,7
938,Vendor_938,Mumbai,4.92,8
939,Vendor_939,Nagpur,4.07,8
940,Vendor_940,Ahmedabad,4.0,13
941,Vendor_941,Nagpur,3.7,8
942,Vendor_942,Nagpur,4.92,6
943,Vendor_943,Ahmedabad,3.97,9
944,Vendor_944,Kolkata,3.94,14
945,Vendor_945,Ahmedabad,4.95,15
946,Vendor_946,Chennai,3.99,7
947,Vendor_947,Hyderabad,4.05,12
948,Vendor_948,Chennai,4.39,11
949,Vendor_949,Delhi,4.52,11
950,Vendor_950,Mumbai,4.93,10
951,Vendor_951,Chennai,4.16,7
952,Vendor_952,Pune,4.73,15
953,Vendor_953,Hyderabad,4.51,5
954,Vendor_954,Bangalore,3.86,13
955,Vendor_955,Delhi,4.57,15
956,Vendor_956,Hyderabad,3.61,12
957,Vendor_957,Ahmedabad,4.37,11
958,Vendor_958,Surat,4.89,14
959,Vendor_959,Hyderabad,4.32,15
960,Vendor_960,Kolkata,4.55,15
961,Vendor_961,Surat,4.39,4
962,Vendor_962,Pune,4.65,13
963,Vendor_963,Kolkata,3.75,12
964,Vendor_964,Mumbai,4.34,13
965,Vendor_965,Hyderabad,4.95,8
966,Vendor_966,Hyderabad,3.66,4
967,Vendor_967,Bangalore,3.83,14
968,Vendor_968,Surat,4.34,14
969,Vendor_969,Nagpur,3.83,8
970,Vendor_970,Hyderabad,4.19,13
971,Vendor_971,Nagpur,4.54,5
972,Vendor_972,Kolkata,5.0,10
973,Vendor_973,Pune,3.94,4
974,Vendor_974,Pune,4.75,14
975,Vendor_975,Delhi,4.02,8
976,Vendor_976,Ahmedabad,4.68,11
977,Vendor_977,Ahmedabad,4.02,4
978,Vendor_978,Ahmedabad,4.58,10
979,Vendor_979,Kolkata,3.6,3
980,Vendor_980,Pune,3.53,8
981,Vendor_981,Pune,4.52,5
982,Vendor_982,Chennai,4.27,11
983,Vendor_983,Delhi,4.0,9
984,Vendor_984,Ahmedabad,3.85,9
985,Vendor_985,Delhi,3.78,13
986,Vendor_986,Hyderabad,4.09,14
987,Vendor_987,Nagpur,4.82,10
988,Vendor_988,Nagpur,4.14,3
989,Vendor_989,Chennai,3.81,15
990,Vendor_990,Pune,4.37,15
991,Vendor_991,Surat,3.78,8
992,Vendor_992,Chennai,4.19,7
993,Vendor_993,Ahmedabad,4.29,13
994,Vendor_994,Kolkata,4.4,12
995,Vendor_995,Hyderabad,4.38,8
996,Vendor_996,Kolkata,4.77,12
997,Vendor_997,Delhi,4.72,14
998,Vendor_998,Bangalore,4.88,12
999,Vendor_999,Pune,4.51,8
1000,Vendor_1000,Pune,3.86,4
1001,Vendor_1001,Delhi,4.06,5
1002,Vendor_1002,Surat,4.08,12
1003,Vendor_1003,Delhi,4.36,9
1004,Vendor_1004,Delhi,4.23,11
1005,Vendor_1005,Delhi,4.33,10
1006,Vendor_1006,Bangalore,3.71,8
1007,Vendor_1007,Ahmedabad,4.43,8
1008,Vendor_1008,Mumbai,4.23,6
1009,Vendor_1009,Hyderabad,4.95,11
1010,Vendor_1010,Ahmedabad,4.11,10
1011,Vendor_1011,Hyderabad,4.57,10
1012,Vendor_1012,Ahmedabad,3.75,12
1013,Vendor_1013,Mumbai,4.69,6
1014,Vendor_1014,Bangalore,3.55,6
1015,Vendor_1015,Surat,3.93,15
1016,Vendor_1016,Ahmedabad,4.35,15
1017,Vendor_1017,Ahmedabad,4.32,4
1018,Vendor_1018,Nagpur,3.67,15
1019,Vendor_1019,Surat,4.73,8
1020,Vendor_1020,Surat,4.73,3
1021,Vendor_1021,Ahmedabad,4.32,9
1022,Vendor_1022,Pune,4.6,13
1023,Vendor_1023,Chennai,3.95,3
1024,Vendor_1024,Ahmedabad,3.89,4
1025,Vendor_1025,Ahmedabad,4.8,4
1026,Vendor_1026,Chennai,3.81,14
1027,Vendor_1027,Nagpur,4.53,14
1028,Vendor_1028,Nagpur,4.45,5
1029,Vendor_1029,Nagpur,3.71,6
1030,Vendor_1030,Chennai,4.71,12
1031,Vendor_1031,Kolkata,4.3,12
1032,Vendor_1032,Surat,3.75,14
1033,Vendor_1033,Bangalore,3.93,7
1034,Vendor_1034,Surat,4.98,13
1035,Vendor_1035,Pune,3.7,15
1036,Vendor_1036,Hyderabad,4.88,7
1037,Vendor_1037,Delhi,4.55,5
1038,Vendor_1038,Chennai,3.72,8
1039,Vendor_1039,Chennai,4.64,13
1040,Vendor_1040,Hyderabad,4.23,12
1041,Vendor_1041,Bangalore,4.44,9
1042,Vendor_1042,Ahmedabad,3.61,15
1043,Vendor_1043,Pune,4.1,14
1044,Vendor_1044,Bangalore,4.54,8
1045,Vendor_1045,Ahmedabad,4.93,8
1046,Vendor_1046,Nagpur,3.5,15
1047,Vendor_1047,Pune,4.6,10
1048,Vendor_1048,Kolkata,4.78,15
1049,Vendor_1049,Surat,4.1,9
1050,Vendor_1050,Chennai,4.24,8
1051,Vendor_1051,Bangalore,4.01,12
1052,Vendor_1052,Delhi,4.35,10
1053,Vendor_1053,Kolkata,4.84,15
1054,Vendor_1054,Mumbai,3.57,13
1055,Vendor_1055,Ahmedabad,3.52,5
1056,Vendor_1056,Ahmedabad,4.18,9
1057,Vendor_1057,Chennai,4.99,5
1058,Vendor_1058,Bangalore,3.74,7
1059,Vendor_1059,Pune,4.48,7
1060,Vendor_1060,Pune,4.06,13
1061,Vendor_1061,Delhi,3.58,13
1062,Vendor_1062,Bangalore,4.59,15
1063,Vendor_1063,Chennai,4.14,4
1064,Vendor_1064,Pune,3.5,10
1065,Vendor_1065,Pune,3.7,6
1066,Vendor_1066,Surat,4.52,3
1067,Vendor_1067,Mumbai,4.54,4
1068,Vendor_1068,Hyderabad,4.54,10
1069,Vendor_1069,Pune,3.84,4
1070,Vendor_1070,Pune,3.65,8
1071,Vendor_1071,Bangalore,3.71,15
1072,Vendor_1072,Delhi,4.46,13
1073,Vendor_1073,Delhi,3.6,12
1074,Vendor_1074,Mumbai,4.42,5
1075,Vendor_1075,Ahmedabad,4.03,6
1076,Vendor_1076,Delhi,4.88,12
1077,Vendor_1077,Ahmedabad,4.79,4
1078,Vendor_1078,Pune,3.71,4
1079,Vendor_1079,Nagpur,4.6,8
1080,Vendor_1080,Hyderabad,3.97,5
1081,Vendor_1081,Chennai,3.92,4
1082,Vendor_1082,Chennai,4.33,12
1083,Vendor_1083,Nagpur,3.93,14
1084,Vendor_1084,Mumbai,4.77,13
1085,Vendor_1085,Bangalore,3.81,12
1086,Vendor_1086,Surat,3.78,9
1087,Vendor_1087,Bangalore,4.47,15
1088,Vendor_1088,Chennai,4.24,4
1089,Vendor_1089,Chennai,4.25,12
1090,Vendor_1090,Pune,4.29,3
1091,Vendor_1091,Kolkata,4.9,5
1092,Vendor_1092,Hyderabad,4.79,12
1093,Vendor_1093,Hyderabad,4.05,13
1094,Vendor_1094,Delhi,4.64,15
1095,Vendor_1095,Pune,3.53,4
1096,Vendor_1096,Mumbai,3.89,3
1097,Vendor_1097,Mumbai,4.92,9
1098,Vendor_1098,Surat,3.93,14
1099,Vendor_1099,Surat,4.65,9
1100,Vendor_1100,Hyderabad,3.62,11
1101,Vendor_1101,Surat,4.42,7
1102,Vendor_1102,Pune,3.96,11
1103,Vendor_1103,Chennai,4.96,5
1104,Vendor_1104,Surat,3.99,12
1105,Vendor_1105,Pune,3.97,9
1106,Vendor_1106,Chennai,3.59,4
1107,Vendor_1107,Hyderabad,3.67,12
1108,Vendor_1108,Nagpur,3.58,13
1109,Vendor_1109,Delhi,3.68,14
1110,Vendor_1110,Delhi,4.55,5
1111,Vendor_1111,Ahmedabad,4.93,11
1112,Vendor_1112,Surat,4.67,14
1113,Vendor_1113,Bangalore,3.75,5
1114,Vendor_1114,Bangalore,4.6,4
1115,Vendor_1115,Mumbai,4.0,9
1116,Vendor_1116,Bangalore,4.29,7
1117,Vendor_1117,Nagpur,4.44,10
1118,Vendor_1118,Ahmedabad,4.27,3
1119,Vendor_1119,Ahmedabad,4.79,5
1120,Vendor_1120,Kolkata,3.74,15
1121,Vendor_1121,Pune,4.84,13
1122,Vendor_1122,Pune,3.84,11
1123,Vendor_1123,Mumbai,3.57,3
1124,Vendor_1124,Chennai,3.57,8
1125,Vendor_1125,Hyderabad,4.88,5
1126,Vendor_1126,Mumbai,4.33,14
1127,Vendor_1127,Hyderabad,3.84,6
1128,Vendor_1128,Hyderabad,4.87,8
1129,Vendor_1129,Bangalore,4.74,12
1130,Vendor_1130,Kolkata,3.68,13
1131,Vendor_1131,Mumbai,3.77,15
1132,Vendor_1132,Surat,4.97,9
1133,Vendor_1133,Pune,4.82,7
1134,Vendor_1134,Bangalore,3.99,11
1135,Vendor_1135,Ahmedabad,3.51,6
1136,Vendor_1136,Bangalore,4.35,7
1137,Vendor_1137,Nagpur,3.86,8
1138,Vendor_1138,Nagpur,4.96,15
1139,Vendor_1139,Chennai,4.6,11
1140,Vendor_1140,Chennai,3.73,9
1141,Vendor_1141,Mumbai,3.85,8
1142,Vendor_1142,Mumbai,4.93,3
1143,Vendor_1143,Hyderabad,4.77,14
1144,Vendor_1144,Bangalore,3.66,11
1145,Vendor_1145,Chennai,4.13,3
1146,Vendor_1146,Delhi,4.57,4
1147,Vendor_1147,Mumbai,4.88,11
1148,Vendor_1148,Hyderabad,4.55,8
1149,Vendor_1149,Ahmedabad,4.96,4
1150,Vendor_1150,Nagpur,3.64,5
1151,Vendor_1151,Hyderabad,3.61,12
1152,Vendor_1152,Mumbai,4.15,5
1153,Vendor_1153,Chennai,3.94,8
1154,Vendor_1154,Hyderabad,4.55,14
1155,Vendor_1155,Kolkata,3.98,7
1156,Vendor_1156,Chennai,3.61,6
1157,Vendor_1157,Delhi,4.67,12
1158,Vendor_1158,Pune,3.73,5
1159,Vendor_1159,Ahmedabad,4.2,9
1160,Vendor_1160,Pune,4.3,15
1161,Vendor_1161,Chennai,4.18,10
1162,Vendor_1162,Bangalore,4.78,4
1163,Vendor_1163,Delhi,4.71,7
1164,Vendor_1164,Nagpur,3.56,8
1165,Vendor_1165,Delhi,3.64,6
1166,Vendor_1166,Kolkata,4.09,3
1167,Vendor_1167,Bangalore,3.89,5
1168,Vendor_1168,Mumbai,4.93,10
1169,Vendor_1169,Surat,4.62,6
1170,Vendor_1170,Pune,4.19,15
1171,Vendor_1171,Delhi,3.68,3
1172,Vendor_1172,Chennai,3.7,9
1173,Vendor_1173,Kolkata,4.53,13
1174,Vendor_1174,Pune,4.37,7
1175,Vendor_1175,Pune,3.53,4
1176,Vendor_1176,Chennai,4.85,10
1177,Vendor_1177,Delhi,3.64,15
1178,Vendor_1178,Kolkata,3.68,10
1179,Vendor_1179,Mumbai,3.75,12
1180,Vendor_1180,Hyderabad,4.73,9
1181,Vendor_1181,Ahmedabad,3.54,13
1182,Vendor_1182,Hyderabad,3.76,6
1183,Vendor_1183,Delhi,3.91,10
1184,Vendor_1184,Delhi,3.55,12
1185,Vendor_1185,Nagpur,3.87,7
1186,Vendor_1186,Ahmedabad,4.12,11
1187,Vendor_1187,Ahmedabad,3.59,7
1188,Vendor_1188,Hyderabad,3.71,6
1189,Vendor_1189,Surat,3.87,15
1190,Vendor_1190,Surat,4.69,9
1191,Vendor_1191,Kolkata,4.22,15
1192,Vendor_1192,Ahmedabad,4.02,12
1193,Vendor_1193,Surat,3.98,7
1194,Vendor_1194,Delhi,3.54,12
1195,Vendor_1195,Chennai,3.54,15
1196,Vendor_1196,Bangalore,3.59,10
1197,Vendor_1197,Surat,4.04,12
1198,Vendor_1198,Chennai,4.96,4
1199,Vendor_1199,Chennai,4.49,7
1200,Vendor_1200,Surat,4.72,14
1201,Vendor_1201,Mumbai,4.65,6
1202,Vendor_1202,Nagpur,4.77,15
1203,Vendor_1203,Hyderabad,4.03,5
1204,Vendor_1204,Delhi,3.85,8
1205,Vendor_1205,Kolkata,4.87,3
1206,Vendor_1206,Kolkata,4.92,12
1207,Vendor_1207,Delhi,4.34,6
1208,Vendor_1208,Ahmedabad,4.31,5
1209,Vendor_1209,Ahmedabad,3.56,3
1210,Vendor_1210,Chennai,4.4,3
1211,Vendor_1211,Surat,4.22,8
1212,Vendor_1212,Nagpur,3.8,5
1213,Vendor_1213,Kolkata,4.58,15
1214,Vendor_1214,Kolkata,3.59,5
1215,Vendor_1215,Nagpur,4.56,5
1216,Vendor_1216,Pune,4.77,8
1217,Vendor_1217,Pune,4.06,13
1218,Vendor_1218,Hyderabad,4.38,8
1219,Vendor_1219,Bangalore,3.98,5
1220,Vendor_1220,Hyderabad,4.69,10
1221,Vendor_1221,Kolkata,3.76,11
1222,Vendor_1222,Nagpur,4.68,6
1223,Vendor_1223,Nagpur,4.72,9
1224,Vendor_1224,Bangalore,4.6,7
1225,Vendor_1225,Delhi,3.77,3
1226,Vendor_1226,Nagpur,4.09,15
1227,Vendor_1227,Nagpur,3.55,12
1228,Vendor_1228,Kolkata,4.88,12
1229,Vendor_1229,Chennai,4.46,4
1230,Vendor_1230,Ahmedabad,3.71,14
1231,Vendor_1231,Pune,3.86,8
1232,Vendor_1232,Delhi,4.45,4
1233,Vendor_1233,Kolkata,4.17,7
1234,Vendor_1234,Chennai,3.87,4
1235,Vendor_1235,Kolkata,3.88,4
1236,Vendor_1236,Mumbai,3.57,10
1237,Vendor_1237,Hyderabad,4.95,9
1238,Vendor_1238,Ahmedabad,4.82,8
1239,Vendor_1239,Surat,4.06,10
1240,Vendor_1240,Nagpur,4.48,13
1241,Vendor_1241,Chennai,3.74,4
1242,Vendor_1242,Mumbai,3.94,8
1243,Vendor_1243,Bangalore,4.93,4
1244,Vendor_1244,Kolkata,3.76,9
1245,Vendor_1245,Delhi,4.6,11
1246,Vendor_1246,Pune,4.01,12
1247,Vendor_1247,Ahmedabad,4.56,9
1248,Vendor_1248,Delhi,4.41,9
1249,Vendor_1249,Delhi,3.58,8
1250,Vendor_1250,Chennai,4.96,9
1251,Vendor_1251,Surat,4.58,14
1252,Vendor_1252,Surat,3.9,7
1253,Vendor_1253,Bangalore,3.86,3
1254,Vendor_1254,Hyderabad,4.36,10
1255,Vendor_1255,Delhi,3.58,3
1256,Vendor_1256,Hyderabad,3.63,13
1257,Vendor_1257,Nagpur,4.22,4
1258,Vendor_1258,Mumbai,3.81,13
1259,Vendor_1259,Bangalore,4.97,10
1260,Vendor_1260,Pune,3.96,9
1261,Vendor_1261,Ahmedabad,4.23,13
1262,Vendor_1262,Bangalore,3.64,11
1263,Vendor_1263,Hyderabad,3.78,9
1264,Vendor_1264,Kolkata,3.78,3
1265,Vendor_1265,Bangalore,4.16,7
1266,Vendor_1266,Chennai,4.76,12
1267,Vendor_1267,Mumbai,3.73,14
1268,Vendor_1268,Pune,3.63,8
1269,Vendor_1269,Surat,4.12,15
1270,Vendor_1270,Nagpur,3.84,3
1271,Vendor_1271,Hyderabad,4.73,9
1272,Vendor_1272,Surat,4.53,10
1273,Vendor_1273,Nagpur,4.82,10
1274,Vendor_1274,Bangalore,3.62,14
1275,Vendor_1275,Mumbai,4.25,11
1276,Vendor_1276,Nagpur,4.52,12
1277,Vendor_1277,Delhi,3.68,15
1278,Vendor_1278,Ahmedabad,3.76,5
1279,Vendor_1279,Chennai,4.71,5
1280,Vendor_1280,Mumbai,4.14,13
1281,Vendor_1281,Hyderabad,3.8,13
1282,Vendor_1282,Delhi,4.75,7
1283,Vendor_1283,Kolkata,4.87,15
1284,Vendor_1284,Pune,3.63,11
1285,Vendor_1285,Hyderabad,4.33,7
1286,Vendor_1286,Surat,4.19,3
1287,Vendor_1287,Nagpur,4.38,15
1288,Vendor_1288,Hyderabad,3.67,5
1289,Vendor_1289,Delhi,4.35,12
1290,Vendor_1290,Pune,4.89,12
1291,Vendor_1291,Pune,4.68,11
1292,Vendor_1292,Kolkata,4.82,7
1293,Vendor_1293,Hyderabad,4.48,12
1294,Vendor_1294,Nagpur,4.21,5
1295,Vendor_1295,Bangalore,4.1,12
1296,Vendor_1296,Nagpur,4.52,9
1297,Vendor_1297,Mumbai,4.09,8
1298,Vendor_1298,Chennai,3.57,10
1299,Vendor_1299,Bangalore,4.85,3
1300,Vendor_1300,Kolkata,4.73,7
1301,Vendor_1301,Bangalore,3.92,10
1302,Vendor_1302,Pune,4.96,6
1303,Vendor_1303,Delhi,3.95,14
1304,Vendor_1304,Ahmedabad,4.66,8
1305,Vendor_1305,Bangalore,4.59,12
1306,Vendor_1306,Pune,3.78,6
1307,Vendor_1307,Hyderabad,4.61,15
1308,Vendor_1308,Surat,4.8,3
1309,Vendor_1309,Surat,4.69,4
1310,Vendor_1310,Bangalore,4.56,9
1311,Vendor_1311,Delhi,4.67,11
1312,Vendor_1312,Nagpur,3.54,6
1313,Vendor_1313,Chennai,4.76,6
1314,Vendor_1314,Mumbai,4.18,8
1315,Vendor_1315,Chennai,3.91,10
1316,Vendor_1316,Surat,4.1,4
1317,Vendor_1317,Mumbai,3.86,10
1318,Vendor_1318,Nagpur,4.17,10
