inventory_id,material_id,stock_qty,reorder_level,daily_usage,warehouse_location,states
1146,1146,285.16,38.8,4,Bhubaneswar,Odisha
1147,1147,218.55,28.08,5.8,Patna,Bihar
1148,1148,271.66,78.78,7.58,Surat,Gujarat
1149,1149,146.29,50.11,4.7,Indore,Madhya Pradesh
1150,1150,258.27,25.77,5.61,Siliguri,West Bengal
1151,1151,171.86,74.6,4.02,Pune,Maharashtra
1152,1152,214.25,21.73,8.42,Patna,Bihar
1153,1153,91.64,58.11,8.9,Kolkata,West Bengal
1154,1154,257.03,56.3,8.11,Mysuru,Karnataka
1155,1155,188.96,37.72,3.24,Bhopal,Madhya Pradesh
1156,1156,166.15,35.11,3.01,Siliguri,West Bengal
1157,1157,209.99,53.31,9.73,Ahmedabad,Gujarat
1158,1158,282.2,34.28,9.03,Pune,Maharashtra
1159,1159,154.95,79.44,2.35,Surat,Gujarat
1160,1160,188.61,41.9,6.35,Bhubaneswar,Odisha
1161,1161,265.75,66.1,6.09,Hyderabad,Telangana
1162,1162,224.75,20,4.66,Kochi,Kerala
1163,1163,164.02,29.23,9.78,Warangal,Telangana
1164,1164,207.41,67.16,7.25,Delhi,Delhi
1165,1165,62.78,65.35,3.53,Ahmedabad,Gujarat
1166,1166,67.63,79.1,6.34,Delhi,Delhi
1167,1167,192.78,30.2,3.33,Chennai,Tamil Nadu
1168,1168,144.62,58.85,3.34,Mysuru,Karnataka
1169,1169,117.28,40.9,9.82,Shimla,Himachal Pradesh
1170,1170,293.88,79.53,2.48,Guwahati,Assam
1171,1171,259.6,60.74,3.02,Nagpur,Maharashtra
1172,1172,204.91,30,8.57,Shimla,Himachal Pradesh
1173,1173,262.22,75.93,7.3,Kanpur,Uttar Pradesh
1174,1174,104.17,52.28,8.82,Kochi,Kerala
1175,1175,195.94,62.21,5.12,Indore,Madhya Pradesh
1176,1176,211.22,36.16,4.59,Guwahati,Assam
1177,1177,63.25,28.45,8.19,Warangal,Telangana
1178,1178,285.04,41.57,8.79,Pune,Maharashtra
1179,1179,163.88,77.98,9.14,Bhopal,Madhya Pradesh
1180,1180,115.64,59.29,7.18,Chennai,Tamil Nadu
1181,1181,271.87,24.9,6.8,Mysuru,Karnataka
1182,1182,130.29,74.62,5.91,Mysuru,Karnataka
1183,1183,54.64,58.17,6.7,Nashik,Maharashtra
1184,1184,117.97,55.11,7.35,Patna,Bihar
1185,1185,295.18,72.51,8.87,Mumbai,Maharashtra
1186,1186,66.12,48.08,4.62,Udaipur,Rajasthan
1187,1187,213.02,31.23,6.77,Pune,Maharashtra
1188,1188,118.71,71.05,9.38,Kochi,Kerala
1189,1189,252.4,53.75,6.93,Udaipur,Rajasthan
1190,1190,168.3,29.7,4.24,Nagpur,Maharashtra
1191,1191,184.01,49.02,6.7,Delhi,Delhi
1192,1192,260.42,54.58,3.39,Bengaluru,Karnataka
1193,1193,188.16,66.79,9.76,Kolkata,West Bengal
1194,1194,233.75,70.42,9.84,Ahmedabad,Gujarat
1195,1195,214.2,79.24,8.63,Indore,Madhya Pradesh
1196,1196,138.87,68.13,2.64,Bengaluru,Karnataka
1197,1197,121.31,32.62,8.1,Kochi,Kerala
1198,1198,161.59,61.14,7.26,Shimla,Himachal Pradesh
1199,1199,132.54,79.67,9.24,Coimbatore,Tamil Nadu
1200,1200,268.31,45.3,2.2,Ahmedabad,Gujarat
1201,1201,156.09,55.99,2.11,Jaipur,Rajasthan
1202,1202,134.87,59.2,2.89,Ranchi,Jharkhand
1203,1203,145.05,29.14,7.63,Siliguri,West Bengal
1204,1204,205.17,78.87,4.28,Nagpur,Maharashtra
1205,1205,219.6,20.28,9.78,Indore,Madhya Pradesh
1206,1206,79.02,61.56,5.15,Mysuru,Karnataka
1207,1207,276.04,38.5,4.15,Shimla,Himachal Pradesh
1208,1208,62.65,76.33,8.47,Hyderabad,Telangana
1209,1209,222.27,73.85,8.7,Hyderabad,Telangana
1210,1210,171.1,47.48,3.94,Chennai,Tamil Nadu
1211,1211,285.98,51.89,4.67,Pune,Maharashtra
1212,1212,217.34,56.19,9.56,Surat,Gujarat
1213,1213,264.66,60.46,2.3,Kanpur,Uttar Pradesh
1214,1214,112.46,58.46,4.46,Chennai,Tamil Nadu
1215,1215,176.22,69.2,9.12,Siliguri,West Bengal
1216,1216,61.39,29.24,3.56,Hyderabad,Telangana
1217,1217,245.25,53.82,9.01,Guwahati,Assam
1218,1218,112.3,79.05,8.61,Surat,Gujarat
1219,1219,282.69,70.94,5.03,Hyderabad,Telangana
1220,1220,139.98,41.43,3.11,Siliguri,West Bengal
1221,1221,189.36,76.44,9.01,Siliguri,West Bengal
1222,1222,56.12,77.39,8.1,Coimbatore,Tamil Nadu
1223,1223,296.44,50.06,6.2,Kanpur,Uttar Pradesh
1224,1224,127.47,78.39,5.78,Lucknow,Uttar Pradesh
1225,1225,61.24,23.23,4.75,Pune,Maharashtra
1226,1226,151.3,35.9,8.79,Bengaluru,Karnataka
1227,1227,121.43,57.3,4.79,Dehradun,Uttarakhand
1228,1228,208.86,78.55,4.29,Hyderabad,Telangana
1229,1229,51.51,69.1,7.52,Mysuru,Karnataka
1230,1230,142.97,39.74,7.96,Guwahati,Assam
1231,1231,241.29,48.94,5.42,Indore,Madhya Pradesh
1232,1232,212.19,71.17,6.18,Kanpur,Uttar Pradesh
1233,1233,212.08,31.87,7.16,Bengaluru,Karnataka
1234,1234,213.74,40.9,6.51,Nagpur,Maharashtra
1235,1235,94.54,51.47,2.83,Patna,Bihar
1236,1236,111.54,75.86,3.21,Guwahati,Assam
1237,1237,204,56.87,8.78,Jaipur,Rajasthan
1238,1238,229.7,24.86,2.05,Pune,Maharashtra
1239,1239,228.46,42.65,7.58,Kolkata,West Bengal
1240,1240,123.63,69.08,5.03,Chennai,Tamil Nadu
1241,1241,186.38,78.33,8.93,Udaipur,Rajasthan
1242,1242,200.9,46.31,9.96,Hyderabad,Telangana
1243,1243,221.11,54.41,4.17,Ranchi,Jharkhand
1244,1244,299.7,32.33,7.09,Mysuru,Karnataka
1245,1245,147.61,76.91,6.27,Lucknow,Uttar Pradesh
1246,1246,228.83,45.07,5.13,Chennai,Tamil Nadu
1247,1247,225.15,51.59,5.84,Ranchi,Jharkhand
1248,1248,145.77,78.05,4.53,Hyderabad,Telangana
1249,1249,184.92,31.34,8.32,Bhopal,Madhya Pradesh
1250,1250,208.62,29.75,2.54,Ahmedabad,Gujarat
1251,1251,259.31,64.16,7.12,Kanpur,Uttar Pradesh
1252,1252,264.89,31.62,2.52,Warangal,Telangana
1253,1253,54.96,39.11,8.77,Pune,Maharashtra
1254,1254,65.53,74.4,9.96,Chennai,Tamil Nadu
1255,1255,281.61,57.27,6.3,Pune,Maharashtra
1256,1256,155.86,39.26,6.52,Nagpur,Maharashtra
1257,1257,210.1,44.95,2.72,Mumbai,Maharashtra
1258,1258,174,34.51,8.93,Jaipur,Rajasthan
1259,1259,245.32,61.7,3.93,Lucknow,Uttar Pradesh
1260,1260,77.28,64.19,8.12,Ahmedabad,Gujarat
1261,1261,131.95,63.01,3.61,Chennai,Tamil Nadu
1262,1262,223.26,23.35,7.99,Ranchi,Jharkhand
1263,1263,136.88,70.2,2.62,Nagpur,Maharashtra
1264,1264,241.46,79.63,8.49,Siliguri,West Bengal
1265,1265,117.5,32.46,2.82,New Delhi,Delhi
1266,1266,199.23,50.86,5.29,Mysuru,Karnataka
1267,1267,173.95,23.28,3.64,Chandigarh,Chandigarh
1268,1268,114.11,74.17,2.27,Ranchi,Jharkhand
1269,1269,61.12,42.82,8.25,Mysuru,Karnataka
1270,1270,146.97,69.82,4.19,Jaipur,Rajasthan
1271,1271,119.96,44.91,3.45,Mysuru,Karnataka
1272,1272,292.62,32.48,7.8,Delhi,Delhi
1273,1273,119.43,62.62,7.11,Ranchi,Jharkhand
1274,1274,59.43,30.26,3.21,Shimla,Himachal Pradesh
1275,1275,230.27,72.55,4.15,Ranchi,Jharkhand
1276,1276,286.78,71.27,2.76,Hyderabad,Telangana
1277,1277,212.41,60.11,9.38,Bhubaneswar,Odisha
1278,1278,60.89,63.81,8.35,Nagpur,Maharashtra
1279,1279,184,30.17,2.41,New Delhi,Delhi
1280,1280,255.49,79.5,4.67,Nagpur,Maharashtra
1281,1281,88.44,30.11,2.28,Chennai,Tamil Nadu
1282,1282,281.9,75.97,8.42,Chennai,Tamil Nadu
1283,1283,61.36,44.34,2.61,Udaipur,Rajasthan
1284,1284,298.35,56.77,2.03,Kolkata,West Bengal
1285,1285,214.01,74.76,3.08,Ahmedabad,Gujarat
1286,1286,261.41,29.91,4.14,Hyderabad,Telangana
1287,1287,58.94,42.44,6.5,New Delhi,Delhi
1288,1288,104.73,41.96,4.86,New Delhi,Delhi
1289,1289,177.28,55.4,2.51,New Delhi,Delhi
1290,1290,189.14,72.98,6.9,Kochi,Kerala
1291,1291,124.27,67.41,6.64,Lucknow,Uttar Pradesh
1292,1292,60.95,40.71,4.88,Chennai,Tamil Nadu
1293,1293,256.4,70.45,9.26,Warangal,Telangana
1294,1294,165.21,78.42,9.76,Surat,Gujarat
1295,1295,207.42,20.06,7.39,Indore,Madhya Pradesh
1296,1296,126,47.36,9.27,Shimla,Himachal Pradesh
1297,1297,75.65,68.44,2.12,Chennai,Tamil Nadu
1298,1298,219.85,43.5,8.25,New Delhi,Delhi
1299,1299,211.38,39.38,9.47,Kochi,Kerala
1300,1300,266.34,64.92,7.7,Jaipur,Rajasthan
1301,1301,100.49,37.37,2.34,Warangal,Telangana
1302,1302,54.54,43.96,7.52,Guwahati,Assam
1303,1303,266.85,69.6,8.82,Mumbai,Maharashtra
1304,1304,259.53,26.04,8.78,Ranchi,Jharkhand
1305,1305,239.7,40.39,2.63,Jaipur,Rajasthan
1306,1306,261.28,78.92,3.18,Nagpur,Maharashtra
1307,1307,293.98,29.24,5.18,Bhubaneswar,Odisha
1308,1308,253.93,32.98,6.43,Guwahati,Assam
1309,1309,117.39,62.95,3.05,Bhubaneswar,Odisha
1310,1310,282.47,37.88,3.17,Jaipur,Rajasthan
1311,1311,92.7,34.39,3.19,Surat,Gujarat
1312,1312,243.5,23.34,2.22,Thiruvananthapuram,Kerala
1313,1313,82.35,51.59,6.83,Thiruvananthapuram,Kerala
1314,1314,116.19,34.15,2.49,Bhopal,Madhya Pradesh
1315,1315,191.79,62.85,3.87,Nashik,Maharashtra
1316,1316,239.73,56.25,9.79,Mumbai,Maharashtra
1317,1317,209.05,49.08,5.29,Kanpur,Uttar Pradesh
1318,1318,273.57,61.78,4.2,Ranchi,Jharkhand
1319,1319,249.96,37.15,9.2,Mumbai,Maharashtra
1320,1320,164.59,76.04,3.72,Dehradun,Uttarakhand
1321,1321,276.28,20.21,3.51,Bhubaneswar,Odisha
1322,1322,59.94,23.23,3.97,Indore,Madhya Pradesh
1323,1323,144.18,27.73,9.59,Indore,Madhya Pradesh
1324,1324,230.33,40.06,5.76,Ahmedabad,Gujarat
1325,1325,155.35,49.39,9.46,Kolkata,West Bengal
1326,1326,157.33,55.26,4.33,Mysuru,Karnataka
1327,1327,226.92,71.9,3.56,Lucknow,Uttar Pradesh
1328,1328,222.8,31.65,6.02,Thiruvananthapuram,Kerala
1329,1329,119.84,29.97,3.28,Warangal,Telangana
1330,1330,297.9,76.77,8.83,Kanpur,Uttar Pradesh
1331,1331,180.51,67.18,3.57,Chennai,Tamil Nadu
1332,1332,94.15,29.8,4.7,Patna,Bihar
1333,1333,146.2,49.12,2.22,Hyderabad,Telangana
1334,1334,279.84,69.09,2.34,Mumbai,Maharashtra
1335,1335,299.67,37.96,3.37,Delhi,Delhi
1336,1336,281.11,31.13,9.9,Mysuru,Karnataka
1337,1337,252.74,43.27,7.4,Pune,Maharashtra
1338,1338,193.82,33.6,9,Ranchi,Jharkhand
1339,1339,58.65,44.9,3.25,Warangal,Telangana
1340,1340,99.15,77.27,4.23,Guwahati,Assam
1341,1341,280.79,71.54,6.42,Lucknow,Uttar Pradesh
1342,1342,101.81,51.34,6.07,Patna,Bihar
1343,1343,246.94,24.78,9.25,Warangal,Telangana
1344,1344,135.09,65.75,6.63,Guwahati,Assam
1345,1345,135.07,48.93,6.56,Nagpur,Maharashtra
1346,1346,177.19,79.48,4.76,Bhopal,Madhya Pradesh
1347,1347,82.28,30.91,7.59,Ranchi,Jharkhand
1348,1348,53.5,48.92,6.48,Chandigarh,Chandigarh
1349,1349,189.39,56.18,4.43,Bhubaneswar,Odisha
1350,1350,148.45,47.38,5.73,Nashik,Maharashtra
1351,1351,92.05,57.19,4.15,Ahmedabad,Gujarat
1352,1352,234.99,77.25,5.05,Chennai,Tamil Nadu
1353,1353,60.33,58.28,5.05,Mumbai,Maharashtra
1354,1354,216.14,28.36,8.76,Dehradun,Uttarakhand
1355,1355,236.57,39.98,3.04,Nagpur,Maharashtra
1356,1356,250.71,58.11,7.65,New Delhi,Delhi
1357,1357,249,64.76,2.5,Mumbai,Maharashtra
1358,1358,138.77,44.63,7.23,Mumbai,Maharashtra
1359,1359,85.71,59.58,5.57,Chennai,Tamil Nadu
1360,1360,246.49,76.02,8.62,Bhubaneswar,Odisha
1361,1361,234.74,54.11,4.42,Shimla,Himachal Pradesh
1362,1362,112.09,45.46,4.13,Mumbai,Maharashtra
1363,1363,260.6,39.49,3.59,Kochi,Kerala
1364,1364,55.87,39.21,8.8,Ranchi,Jharkhand
1365,1365,85.06,44.48,2.54,Lucknow,Uttar Pradesh
1366,1366,124.59,23.52,7.33,Chandigarh,Chandigarh
1367,1367,169.61,40.71,9.12,Kanpur,Uttar Pradesh
1368,1368,97.52,27.19,6.87,Thiruvananthapuram,Kerala
1369,1369,218.96,76.15,6.27,Siliguri,West Bengal
1370,1370,204.77,73.6,4.92,Mumbai,Maharashtra
1371,1371,236.86,31.18,9.93,Lucknow,Uttar Pradesh
1372,1372,234.41,66.28,4.21,Patna,Bihar
1373,1373,120.43,52.94,2.49,Guwahati,Assam
1374,1374,212.63,60.08,4.32,Pune,Maharashtra
1375,1375,176.57,57.64,8.95,Nashik,Maharashtra
1376,1376,166.67,59.54,2.24,Kolkata,West Bengal
1377,1377,233.64,63.9,7.87,Udaipur,Rajasthan
1378,1378,83.8,79.97,9.76,Ahmedabad,Gujarat
1379,1379,142.98,56.36,4.38,Nagpur,Maharashtra
1380,1380,76.2,64.33,5.86,Kolkata,West Bengal
1381,1381,56.38,35.37,2.56,Lucknow,Uttar Pradesh
1382,1382,214.47,66.76,2.49,Kochi,Kerala
1383,1383,224.66,61.26,7.86,Shimla,Himachal Pradesh
1384,1384,279.38,30.38,2.25,Indore,Madhya Pradesh
1385,1385,54.07,77.46,4.31,Lucknow,Uttar Pradesh
1386,1386,71.4,24.4,5.67,Mumbai,Maharashtra
1387,1387,221.26,32.42,2.23,Mysuru,Karnataka
1388,1388,142.62,20.56,2.71,Kochi,Kerala
1389,1389,187.41,22.33,5.32,Nagpur,Maharashtra
1390,1390,161.22,68.59,7.18,Siliguri,West Bengal
1391,1391,79,51.34,4.76,Pune,Maharashtra
1392,1392,133.03,21.26,4.81,Siliguri,West Bengal
1393,1393,229.84,75.88,5.79,Bhopal,Madhya Pradesh
1394,1394,66.26,66.71,6.32,Indore,Madhya Pradesh
1395,1395,76.18,40.1,2.94,Delhi,Delhi
1396,1396,93.54,63.49,8.77,Hyderabad,Telangana
1397,1397,101.95,42.19,3.54,Pune,Maharashtra
1398,1398,58.94,26.3,8.86,Ranchi,Jharkhand
1399,1399,52.6,35.29,7.58,Kolkata,West Bengal
1400,1400,96.69,39.06,3.72,Kanpur,Uttar Pradesh
1401,1401,174.19,49.96,2.6,Coimbatore,Tamil Nadu
1402,1402,51.72,28.7,7.87,Coimbatore,Tamil Nadu
1403,1403,130.22,63.48,3.41,Delhi,Delhi
1404,1404,187.2,46.22,8.33,Indore,Madhya Pradesh
1405,1405,218.56,27.7,8.13,Lucknow,Uttar Pradesh
1406,1406,253.14,44.45,2.79,Bengaluru,Karnataka
1407,1407,280.69,54.94,7.24,Siliguri,West Bengal
1408,1408,245.53,69.99,6.73,Pune,Maharashtra
1409,1409,285.98,62.31,4.15,Chandigarh,Chandigarh
1410,1410,56.44,55.7,7.46,Surat,Gujarat
1411,1411,91.19,63.13,6.99,New Delhi,Delhi
1412,1412,298.49,55.23,7.29,Chandigarh,Chandigarh
1413,1413,179.09,46.85,9.19,Udaipur,Rajasthan
1414,1414,133.86,55.47,9.23,Hyderabad,Telangana
1415,1415,250.13,35.88,3.53,Bhopal,Madhya Pradesh
1416,1416,255.21,28.92,5.41,Indore,Madhya Pradesh
1417,1417,169.8,51.95,7.68,Nashik,Maharashtra
1418,1418,259.96,73.65,6.39,Kanpur,Uttar Pradesh
1419,1419,59.38,24.2,8.13,Chennai,Tamil Nadu
1420,1420,224.71,48.1,8.55,Mysuru,Karnataka
1421,1421,54.81,45.56,5.77,Guwahati,Assam
1422,1422,215.81,47.33,6.06,Shimla,Himachal Pradesh
1423,1423,173.29,50.64,9.13,Ahmedabad,Gujarat
1424,1424,290.16,50.2,8.34,Indore,Madhya Pradesh
1425,1425,70.81,61.68,9.09,Pune,Maharashtra
1426,1426,235.6,25.83,4.84,Coimbatore,Tamil Nadu
1427,1427,63.69,30.82,3.99,Warangal,Telangana
1428,1428,146.34,69.72,5.1,Coimbatore,Tamil Nadu
1429,1429,54.04,46.77,9.8,Patna,Bihar
1430,1430,197.41,78.03,7.87,Dehradun,Uttarakhand
1431,1431,145.34,70.56,5.21,Bhubaneswar,Odisha
1432,1432,287.78,45.4,2.88,Bhopal,Madhya Pradesh
1433,1433,262.71,21.19,4.17,Hyderabad,Telangana
1434,1434,206.2,64.54,3.44,Lucknow,Uttar Pradesh
1435,1435,147.77,49,8.06,Nashik,Maharashtra
1436,1436,243.63,45.05,9.1,Indore,Madhya Pradesh
1437,1437,104.64,54.99,7.19,Bhubaneswar,Odisha
1438,1438,61.01,43.46,5.24,Udaipur,Rajasthan
1439,1439,157.05,67.52,4.72,Delhi,Delhi
1440,1440,181.53,21.59,2.3,Dehradun,Uttarakhand
1441,1441,219.69,23.2,3.74,Coimbatore,Tamil Nadu
1442,1442,206.43,31.21,2.38,Nagpur,Maharashtra
1443,1443,137.87,78.57,4.97,Shimla,Himachal Pradesh
1444,1444,282.03,38.7,2.62,Bengaluru,Karnataka
1445,1445,243.71,70.65,4.09,Ahmedabad,Gujarat
1446,1446,66.46,22.89,2.1,Guwahati,Assam
1447,1447,199.06,65.1,6.67,Thiruvananthapuram,Kerala
1448,1448,160.05,25.53,2.94,Shimla,Himachal Pradesh
1449,1449,235.49,74.01,6.89,Chennai,Tamil Nadu
1450,1450,153.26,51.31,6.88,Kanpur,Uttar Pradesh
1451,1451,83.48,76.73,5.6,New Delhi,Delhi
1452,1452,190.87,77.34,2.75,Jaipur,Rajasthan
1453,1453,241.71,46.13,4.66,Thiruvananthapuram,Kerala
1454,1454,292.26,79.81,8.32,Bengaluru,Karnataka
1455,1455,97.07,49.62,7.13,Chandigarh,Chandigarh
1456,1456,234.45,26.31,8.55,Bengaluru,Karnataka
1457,1457,211.16,59.89,3.06,Ahmedabad,Gujarat
1458,1458,205.2,23.15,6.31,Kolkata,West Bengal
1459,1459,58.94,31.87,6.67,New Delhi,Delhi
1460,1460,156.13,37.47,5.43,Guwahati,Assam
1461,1461,270.62,48.32,4.94,Mumbai,Maharashtra
1462,1462,243.01,39.5,2.6,Siliguri,West Bengal
1463,1463,112.08,59.68,9.85,Ranchi,Jharkhand
1464,1464,121.11,55.91,3.09,Ahmedabad,Gujarat
1465,1465,179.53,30.25,5.67,Warangal,Telangana
1466,1466,240.64,62.91,3.66,Warangal,Telangana
1467,1467,264.06,26.94,3.99,Dehradun,Uttarakhand
1468,1468,250.55,20.33,3.22,Chandigarh,Chandigarh
1469,1469,114.27,25.81,8.15,Surat,Gujarat
1470,1470,199.32,56.87,6.61,Bhopal,Madhya Pradesh
1471,1471,172.27,51.22,8.45,New Delhi,Delhi
1472,1472,78.44,44.03,2.67,Kanpur,Uttar Pradesh
1473,1473,174.67,43.77,4.5,Bhopal,Madhya Pradesh
1474,1474,120.17,67.04,4.31,Jaipur,Rajasthan
1475,1475,229.38,46.05,7.17,Ranchi,Jharkhand
1476,1476,222.37,79.11,7.52,Kochi,Kerala
1477,1477,83.06,26.28,4.72,Nagpur,Maharashtra
1478,1478,92.34,42.89,7.97,Chennai,Tamil Nadu
1479,1479,180.81,38.14,8.36,Kochi,Kerala
1480,1480,230.26,55.08,9.22,Mysuru,Karnataka
1481,1481,145.76,50.43,5.21,Delhi,Delhi
1482,1482,268.39,57.49,9.18,Dehradun,Uttarakhand
1483,1483,217.17,46.99,4.2,Kanpur,Uttar Pradesh
1484,1484,269.21,77.8,6.26,Mysuru,Karnataka
1485,1485,108.32,37.64,5.53,Indore,Madhya Pradesh
1486,1486,246.22,38.22,4.04,Bhubaneswar,Odisha
1487,1487,217.41,66.1,9.23,Chandigarh,Chandigarh
1488,1488,242.78,58.76,6.96,Jaipur,Rajasthan
1489,1489,178.02,46.3,3.78,Patna,Bihar
1490,1490,200.71,46.57,8.03,Warangal,Telangana
1491,1491,182.16,33.07,4.04,Mysuru,Karnataka
1492,1492,53.26,37.13,6.75,Bhopal,Madhya Pradesh
1493,1493,184.3,67.77,3.26,Kochi,Kerala
1494,1494,123.85,63.47,7.27,Kochi,Kerala
1495,1495,67.35,78.59,9.68,Surat,Gujarat
1496,1496,238.87,45.59,5.23,Dehradun,Uttarakhand
1497,1497,255.15,75.88,5.27,Surat,Gujarat
1498,1498,54.93,76.73,5.42,Kochi,Kerala
1499,1499,176.42,57.3,6.02,Surat,Gujarat
1500,1500,226.42,27.77,4.96,Chandigarh,Chandigarh
1501,1501,140.13,27.85,6.61,Kolkata,West Bengal
1502,1502,112.64,58.32,2.33,Warangal,Telangana
1503,1503,230.47,57.56,2.14,Chandigarh,Chandigarh
1504,1504,270.32,53.03,3.55,Thiruvananthapuram,Kerala
1505,1505,236.63,42.62,9.59,Guwahati,Assam
1506,1506,200.67,21.36,2.96,Bengaluru,Karnataka
1507,1507,123.55,51.86,9.97,Patna,Bihar
1508,1508,201.26,44.27,4.65,Pune,Maharashtra
1509,1509,95.83,53.35,9.14,Thiruvananthapuram,Kerala
1510,1510,136.14,76.13,2.18,Pune,Maharashtra
1511,1511,166.57,56.06,9.92,Siliguri,West Bengal
1512,1512,248.98,62.33,7.57,Udaipur,Rajasthan
1513,1513,285.95,24.54,2.5,Bhubaneswar,Odisha
1514,1514,278.01,34.32,9.97,Hyderabad,Telangana
1515,1515,67.61,56.37,3.19,Hyderabad,Telangana
1516,1516,136.77,65.21,6.06,Chandigarh,Chandigarh
1517,1517,244.68,53.6,2.86,Lucknow,Uttar Pradesh
1518,1518,238.19,62.51,3.16,Bengaluru,Karnataka
1519,1519,55.91,68.17,4.47,Shimla,Himachal Pradesh
1520,1520,61.46,32,4.84,Coimbatore,Tamil Nadu
1521,1521,212.59,68.15,5.55,Warangal,Telangana
1522,1522,161.81,72.03,4.67,Kanpur,Uttar Pradesh
1523,1523,244.33,31.41,8,Bengaluru,Karnataka
1524,1524,248.86,71.02,7.06,New Delhi,Delhi
1525,1525,228.24,59.14,5.14,Hyderabad,Telangana
1526,1526,102.24,79.85,2.54,Warangal,Telangana
1527,1527,293.02,48.31,2.68,Thiruvananthapuram,Kerala
1528,1528,241.12,25.59,5.48,Nagpur,Maharashtra
1529,1529,87.46,38.96,5.33,Udaipur,Rajasthan
1530,1530,210.32,50.5,8.15,Kanpur,Uttar Pradesh
1531,1531,290.18,35.87,3.94,Bhopal,Madhya Pradesh
1532,1532,186.42,24.51,6.22,Kolkata,West Bengal
1533,1533,220.3,64.67,5.79,Ranchi,Jharkhand
1534,1534,240.62,24.1,8.96,Nagpur,Maharashtra
1535,1535,57.37,49.56,4.04,Jaipur,Rajasthan
1536,1536,198.87,38.39,9.19,Dehradun,Uttarakhand
1537,1537,65.35,63.7,3.24,Lucknow,Uttar Pradesh
1538,1538,219.15,67.4,9.24,Nashik,Maharashtra
1539,1539,281.8,59.29,5.41,Chennai,Tamil Nadu
1540,1540,161.53,34.96,8.46,Kanpur,Uttar Pradesh
1541,1541,169.39,42.95,4.09,Siliguri,West Bengal
1542,1542,106.1,76.33,5.77,Pune,Maharashtra
1543,1543,120.78,26.87,3.55,Dehradun,Uttarakhand
1544,1544,214.67,20.39,3.02,Jaipur,Rajasthan
1545,1545,154.54,41.36,8.5,Indore,Madhya Pradesh
1546,1546,291.03,30.85,3.78,Pune,Maharashtra
1547,1547,169.67,43.31,5.63,Indore,Madhya Pradesh
1548,1548,135.26,69.5,2.11,Kanpur,Uttar Pradesh
1549,1549,196.04,78.12,8.05,New Delhi,Delhi
1550,1550,201.26,41.67,4.86,Hyderabad,Telangana
1551,1551,149.83,37.9,9.51,Mumbai,Maharashtra
1552,1552,221.46,71.36,4.1,Chandigarh,Chandigarh
1553,1553,132.92,73.13,5.96,Shimla,Himachal Pradesh
1554,1554,139.51,72.58,7.59,Jaipur,Rajasthan
1555,1555,67.02,53.73,7.24,Surat,Gujarat
1556,1556,243.13,72.43,3.32,Guwahati,Assam
1557,1557,65.61,71.46,6.09,Chennai,Tamil Nadu
1558,1558,276.18,28.8,8.96,Lucknow,Uttar Pradesh
1559,1559,65.69,72.56,8.15,Bhubaneswar,Odisha
1560,1560,117.85,78.34,8.23,Mumbai,Maharashtra
1561,1561,56.16,69.38,6.96,Siliguri,West Bengal
1562,1562,274.65,34.4,4.54,Shimla,Himachal Pradesh
1563,1563,268.21,30.6,4.24,Surat,Gujarat
1564,1564,203.82,79.73,4.08,Bhubaneswar,Odisha
1565,1565,125.39,45.46,6.2,Guwahati,Assam
1566,1566,184.82,47.08,3.59,Udaipur,Rajasthan
1567,1567,284.52,30.45,3.32,Ahmedabad,Gujarat
1568,1568,251.3,26.22,4.81,Dehradun,Uttarakhand
1569,1569,98.38,66.92,6.3,Nagpur,Maharashtra
1570,1570,272.31,27.36,9.07,Ranchi,Jharkhand
1571,1571,66.24,49.33,5.02,New Delhi,Delhi
1572,1572,261.19,34.07,6.22,Delhi,Delhi
1573,1573,99.37,37.51,7.59,Warangal,Telangana
1574,1574,276.45,54.15,8.75,Jaipur,Rajasthan
1575,1575,156.29,72.03,7.75,Siliguri,West Bengal
1576,1576,92.4,64.8,7.29,Indore,Madhya Pradesh
1577,1577,169.88,75.35,3.38,Shimla,Himachal Pradesh
1578,1578,175.55,30.81,5.72,Warangal,Telangana
1579,1579,81.49,49.64,7.22,Pune,Maharashtra
1580,1580,159.99,79.21,5.65,Ahmedabad,Gujarat
1581,1581,260.53,25.52,4.14,Udaipur,Rajasthan
1582,1582,165.06,28.46,5.65,Kolkata,West Bengal
1583,1583,222.96,31.54,4.52,Patna,Bihar
1584,1584,199.41,23.31,9.98,New Delhi,Delhi
1585,1585,123.08,24.21,8.22,Hyderabad,Telangana
1586,1586,112.78,36.16,9.97,Lucknow,Uttar Pradesh
1587,1587,258.08,69.1,2.77,Jaipur,Rajasthan
1588,1588,136.47,38.88,9.93,Bhopal,Madhya Pradesh
1589,1589,287.16,53.44,8.61,Lucknow,Uttar Pradesh
1590,1590,71.06,25.52,6.83,Bhopal,Madhya Pradesh
1591,1591,162.74,21.56,5.65,Bengaluru,Karnataka
1592,1592,293.79,56.34,8.61,Chennai,Tamil Nadu
1593,1593,102.38,67.6,5.13,Delhi,Delhi
1594,1594,128.18,53.21,3.55,Siliguri,West Bengal
1595,1595,90.34,39.34,2.06,Delhi,Delhi
1596,1596,290.25,34.69,7.55,Bhopal,Madhya Pradesh
1597,1597,253.84,25.31,2.8,Kolkata,West Bengal
1598,1598,286.99,61.89,5.61,Kanpur,Uttar Pradesh
