material_id,material_name,category
890,MDF Board,Textile
891,Transformer Core,Plastic
892,Leather Sheet,Chemical
893,Cement Bag,Textile
894,Industrial Grease,Construction
895,Brass Pipe,Packaging
896,Thermal Insulation Wool,Chemical
897,Powder Coating Material,Metal
898,Synthetic Rubber Sheet,Chemical
899,Leather Sheet,Packaging
900,Microcontroller Chip,Plastic
901,Wooden Plywood Sheet,Textile
902,Polyester Yarn,Electronics
903,Synthetic Rubber Sheet,Plastic
904,Coolant Liquid,Plastic
905,MDF Board,Construction
906,Concrete Additive,Chemical
907,Nylon Fiber,Metal
908,Aluminum Sheet,Electronics
909,Cement Bag,Packaging
910,Timber Plank,Construction
911,Corrugated Box,Packaging
912,Packaging Cardboard,Metal
913,Plastic Packaging Film,Construction
914,Nylon Fiber,Construction
915,Packaging Cardboard,Plastic
916,Sand Aggregate,Chemical
917,Printed Circuit Board,Construction
918,Aluminum Foil Roll,Packaging
919,Concrete Additive,Construction
920,Printed Circuit Board,Electronics
921,Printed Circuit Board,Metal
922,Timber Plank,Packaging
923,PVC Pipe,Plastic
924,Printed Circuit Board,Construction
925,Aluminum Foil Roll,Plastic
926,LED Module,Textile
927,Latex Compound,Chemical
928,Thermal Insulation Wool,Electronics
929,Industrial Grease,Plastic
930,Plastic Packaging Film,Plastic
931,Leather Sheet,Electronics
932,Wooden Plywood Sheet,Textile
933,Stainless Steel Bolt,Textile
934,Epoxy Resin,Textile
935,Stainless Steel Bolt,Packaging
936,Sand Aggregate,Construction
937,Coolant Liquid,Textile
938,MDF Board,Chemical
939,Epoxy Resin,Construction
940,Microcontroller Chip,Electronics
941,Coolant Liquid,Metal
942,Powder Coating Material,Plastic
943,Tempered Glass Panel,Metal
944,Latex Compound,Construction
945,Paint Pigment,Textile
946,Electric Motor Coil,Construction
947,Thermal Insulation Wool,Electronics
948,Transformer Core,Construction
949,Printed Circuit Board,Packaging
950,Steel Rod,Plastic
951,Timber Plank,Textile
952,Silicone Sealant,Plastic
953,Polyester Yarn,Construction
954,HDPE Granules,Packaging
955,Stainless Steel Bolt,Electronics
956,Electric Motor Coil,Plastic
957,Wooden Plywood Sheet,Plastic
958,Powder Coating Material,Construction
959,Rubber Gasket,Textile
960,Gravel Stone,Textile
961,MDF Board,Textile
962,Concrete Additive,Electronics
963,Wooden Plywood Sheet,Electronics
964,Timber Plank,Construction
965,Rubber Gasket,Electronics
966,Gravel Stone,Construction
967,Industrial Adhesive,Plastic
968,Corrugated Box,Textile
969,Gypsum Powder,Electronics
970,HDPE Granules,Packaging
971,Electric Motor Coil,Packaging
972,Brass Pipe,Metal
973,Industrial Grease,Plastic
974,Corrugated Box,Electronics
975,Lubricating Oil,Electronics
976,MDF Board,Metal
977,Rubber Gasket,Chemical
978,Cement Bag,Chemical
979,Lubricating Oil,Textile
980,Electric Motor Coil,Textile
981,Microcontroller Chip,Textile
982,Corrugated Box,Chemical
983,Polyester Yarn,Chemical
984,Leather Sheet,Electronics
985,Ceramic Insulator,Chemical
986,Polycarbonate Sheet,Metal
987,Stainless Steel Bolt,Chemical
988,Lubricating Oil,Chemical
989,Industrial Adhesive,Metal
990,Stainless Steel Bolt,Plastic
991,Iron Ore,Textile
992,Latex Compound,Electronics
993,Denim Fabric,Packaging
994,LED Module,Plastic
995,Industrial Grease,Chemical
996,Lubricating Oil,Chemical
997,Industrial Adhesive,Packaging
998,Gypsum Powder,Plastic
999,Thermal Insulation Wool,Electronics
1000,Rubber Gasket,Plastic
1001,Gypsum Powder,Chemical
1002,Foam Padding,Metal
1003,Acrylic Paint,Electronics
1004,Corrugated Box,Packaging
1005,Printed Circuit Board,Chemical
1006,Transformer Core,Packaging
1007,Paint Pigment,Plastic
1008,Nylon Fiber,Packaging
1009,Synthetic Rubber Sheet,Chemical
1010,Tempered Glass Panel,Plastic
1011,Epoxy Resin,Plastic
1012,Lithium Battery Cell,Chemical
1013,Ceramic Insulator,Construction
1014,Stainless Steel Bolt,Plastic
1015,Aluminum Sheet,Chemical
1016,Steel Rod,Construction
1017,Aluminum Foil Roll,Packaging
1018,Nylon Fiber,Packaging
1019,Aluminum Foil Roll,Plastic
1020,Latex Compound,Electronics
1021,Wooden Plywood Sheet,Packaging
1022,Aluminum Sheet,Packaging
1023,Electric Motor Coil,Plastic
1024,Hydraulic Oil,Plastic
1025,Lithium Battery Cell,Metal
1026,Thermal Insulation Wool,Metal
1027,MDF Board,Chemical
1028,Foam Padding,Plastic
1029,HDPE Granules,Metal
1030,Latex Compound,Packaging
1031,Polyester Yarn,Textile
1032,Transformer Core,Construction
1033,Gypsum Powder,Electronics
1034,Ceramic Insulator,Textile
1035,PVC Pipe,Construction
1036,Gypsum Powder,Chemical
1037,Ceramic Insulator,Packaging
1038,Polycarbonate Sheet,Construction
1039,Rubber Gasket,Electronics
1040,PVC Pipe,Construction
1041,Coolant Liquid,Plastic
1042,Synthetic Rubber Sheet,Metal
1043,Stainless Steel Bolt,Electronics
1044,Acrylic Paint,Packaging
1045,Glass Fiber,Plastic
1046,Leather Sheet,Chemical
1047,Latex Compound,Textile
1048,Cement Bag,Metal
1049,Hydraulic Oil,Construction
1050,Ceramic Insulator,Packaging
1051,LED Module,Chemical
1052,Leather Sheet,Electronics
1053,Transformer Core,Electronics
1054,Wooden Plywood Sheet,Metal
1055,Acrylic Paint,Metal
1056,Wooden Plywood Sheet,Construction
1057,ABS Plastic Pellets,Metal
1058,Thermal Insulation Wool,Chemical
1059,Concrete Additive,Metal
1060,Ceramic Insulator,Plastic
1061,Lubricating Oil,Textile
1062,Packaging Cardboard,Construction
1063,Textile Cotton Fiber,Electronics
1064,Synthetic Rubber Sheet,Plastic
1065,Nylon Fiber,Packaging
1066,Cement Bag,Chemical
1067,Microcontroller Chip,Packaging
1068,Microcontroller Chip,Packaging
1069,Industrial Grease,Construction
1070,ABS Plastic Pellets,Chemical
1071,Foam Padding,Construction
1072,Foam Padding,Plastic
1073,Leather Sheet,Chemical
1074,Glass Fiber,Construction
1075,Aluminum Foil Roll,Textile
1076,Concrete Additive,Metal
1077,Aluminum Sheet,Plastic
1078,Powder Coating Material,Packaging
1079,Packaging Cardboard,Electronics
1080,Concrete Additive,Plastic
1081,Lubricating Oil,Plastic
1082,Nylon Fiber,Plastic
1083,Industrial Grease,Chemical
1084,MDF Board,Construction
1085,Sand Aggregate,Packaging
1086,Brass Pipe,Packaging
1087,Sand Aggregate,Plastic
1088,Brass Pipe,Chemical
1089,LED Module,Plastic
1090,Brass Pipe,Metal
1091,Polyester Yarn,Plastic
1092,Polycarbonate Sheet,Construction
1093,Wooden Plywood Sheet,Plastic
1094,Lubricating Oil,Metal
1095,LED Module,Construction
1096,Coolant Liquid,Electronics
1097,Packaging Cardboard,Packaging
1098,Microcontroller Chip,Metal
1099,Polyester Yarn,Chemical
1100,Electric Motor Coil,Construction
1101,Industrial Adhesive,Construction
1102,ABS Plastic Pellets,Construction
1103,Powder Coating Material,Metal
1104,Industrial Grease,Metal
1105,Lithium Battery Cell,Textile
1106,Brass Pipe,Plastic
1107,Industrial Adhesive,Textile
1108,Plastic Packaging Film,Chemical
1109,Corrugated Box,Electronics
1110,Aluminum Foil Roll,Metal
1111,Thermal Insulation Wool,Electronics
1112,Nylon Fiber,Textile
1113,Sand Aggregate,Chemical
1114,Tempered Glass Panel,Construction
1115,Thermal Insulation Wool,Textile
1116,Electric Motor Coil,Electronics
1117,Ceramic Insulator,Construction
1118,Latex Compound,Construction
1119,Steel Rod,Textile
1120,Denim Fabric,Construction
1121,ABS Plastic Pellets,Metal
1122,Gravel Stone,Plastic
1123,Polycarbonate Sheet,Metal
1124,Rubber Gasket,Chemical
1125,Industrial Adhesive,Packaging
1126,Electric Motor Coil,Plastic
1127,Brass Pipe,Packaging
1128,Wooden Plywood Sheet,Metal
1129,Tempered Glass Panel,Textile
1130,Rubber Gasket,Chemical
1131,Wooden Plywood Sheet,Electronics
1132,Gravel Stone,Plastic
1133,Printed Circuit Board,Metal
1134,Stainless Steel Bolt,Packaging
1135,Lubricating Oil,Construction
1136,Synthetic Rubber Sheet,Packaging
1137,Tempered Glass Panel,Construction
1138,Nylon Fiber,Construction
1139,Gravel Stone,Metal
1140,Aluminum Foil Roll,Textile
1141,PVC Pipe,Textile
1142,Gypsum Powder,Metal
1143,Transformer Core,Packaging
1144,Microcontroller Chip,Plastic
1145,Synthetic Rubber Sheet,Electronics
1146,Gravel Stone,Construction
1147,Synthetic Rubber Sheet,Chemical
1148,Polycarbonate Sheet,Packaging
1149,MDF Board,Chemical
1150,Lithium Battery Cell,Plastic
1151,Latex Compound,Construction
1152,Foam Padding,Packaging
1153,Polycarbonate Sheet,Packaging
1154,Corrugated Box,Metal
1155,ABS Plastic Pellets,Textile
1156,Nylon Fiber,Electronics
1157,Corrugated Box,Electronics
1158,Industrial Grease,Packaging
1159,Gravel Stone,Textile
1160,Powder Coating Material,Chemical
1161,Aluminum Foil Roll,Plastic
1162,Aluminum Foil Roll,Metal
1163,Printed Circuit Board,Textile
1164,Textile Cotton Fiber,Textile
1165,Plastic Packaging Film,Plastic
1166,Transformer Core,Electronics
1167,Corrugated Box,Metal
1168,Industrial Grease,Plastic
1169,Timber Plank,Electronics
1170,Transformer Core,Metal
1171,Polyester Yarn,Electronics
1172,Transformer Core,Plastic
1173,Aluminum Foil Roll,Plastic
1174,Industrial Grease,Electronics
1175,Timber Plank,Packaging
1176,Glass Fiber,Plastic
1177,Denim Fabric,Textile
1178,Aluminum Foil Roll,Chemical
1179,Steel Rod,Plastic
1180,Iron Ore,Construction
1181,Timber Plank,Textile
1182,Steel Rod,Construction
1183,MDF Board,Construction
1184,Lubricating Oil,Construction
1185,Latex Compound,Metal
1186,Ceramic Insulator,Construction
1187,Lithium Battery Cell,Packaging
1188,Gypsum Powder,Electronics
1189,Iron Ore,Chemical
1190,Packaging Cardboard,Construction
1191,Leather Sheet,Metal
1192,Brass Pipe,Metal
1193,Concrete Additive,Plastic
1194,Glass Fiber,Packaging
1195,Concrete Additive,Construction
1196,Brass Pipe,Metal
1197,Transformer Core,Construction
1198,Transformer Core,Plastic
1199,Paint Pigment,Textile
1200,Stainless Steel Bolt,Packaging
1201,PVC Pipe,Chemical
1202,Printed Circuit Board,Metal
1203,Industrial Adhesive,Packaging
1204,Gravel Stone,Construction
1205,Tempered Glass Panel,Chemical
1206,HDPE Granules,Packaging
1207,Sand Aggregate,Textile
1208,Rubber Gasket,Chemical
1209,Lithium Battery Cell,Plastic
1210,LED Module,Packaging
1211,Polycarbonate Sheet,Plastic
1212,Rubber Gasket,Plastic
1213,Aluminum Foil Roll,Textile
1214,Packaging Cardboard,Metal
1215,Corrugated Box,Electronics
1216,Hydraulic Oil,Chemical
1217,Copper Wire,Metal
1218,Ceramic Insulator,Plastic
1219,Powder Coating Material,Construction
1220,Ceramic Insulator,Chemical
1221,Latex Compound,Metal
1222,LED Module,Metal
1223,Concrete Additive,Packaging
1224,Gravel Stone,Construction
1225,Industrial Adhesive,Textile
1226,Nylon Fiber,Textile
1227,Aluminum Foil Roll,Plastic
1228,Corrugated Box,Metal
1229,Coolant Liquid,Chemical
1230,Foam Padding,Chemical
1231,Timber Plank,Metal
1232,Rubber Gasket,Packaging
1233,Gravel Stone,Electronics
1234,Aluminum Sheet,Electronics
1235,Electric Motor Coil,Textile
1236,Nylon Fiber,Construction
1237,Coolant Liquid,Textile
1238,Denim Fabric,Textile
1239,Glass Fiber,Textile
1240,Tempered Glass Panel,Metal
1241,Foam Padding,Chemical
1242,Stainless Steel Bolt,Packaging
1243,Thermal Insulation Wool,Construction
1244,Aluminum Foil Roll,Metal
1245,Timber Plank,Construction
1246,Brass Pipe,Electronics
1247,Steel Rod,Metal
1248,Thermal Insulation Wool,Packaging
1249,Rubber Gasket,Textile
1250,Concrete Additive,Plastic
1251,Lubricating Oil,Electronics
1252,Corrugated Box,Packaging
1253,Printed Circuit Board,Textile
1254,Rubber Gasket,Electronics
1255,Aluminum Foil Roll,Chemical
1256,MDF Board,Textile
1257,Transformer Core,Electronics
1258,Denim Fabric,Electronics
1259,Industrial Adhesive,Construction
1260,Corrugated Box,Metal
1261,Coolant Liquid,Chemical
1262,Coolant Liquid,Packaging
1263,Iron Ore,Chemical
1264,Brass Pipe,Chemical
1265,Paint Pigment,Electronics
1266,Concrete Additive,Chemical
1267,Timber Plank,Textile
1268,Foam Padding,Textile
1269,Concrete Additive,Construction
1270,Gravel Stone,Chemical
1271,Microcontroller Chip,Textile
1272,Polycarbonate Sheet,Textile
1273,Industrial Adhesive,Electronics
1274,Gypsum Powder,Electronics
1275,Leather Sheet,Packaging
1276,Aluminum Sheet,Textile
1277,Printed Circuit Board,Packaging
1278,Polyester Yarn,Construction
1279,LED Module,Electronics
1280,Foam Padding,Plastic
1281,Silicone Sealant,Chemical
1282,Steel Rod,Plastic
1283,ABS Plastic Pellets,Metal
1284,Corrugated Box,Electronics
1285,Leather Sheet,Chemical
1286,Paint Pigment,Plastic
1287,PVC Pipe,Textile
1288,Plastic Packaging Film,Packaging
1289,Epoxy Resin,Electronics
1290,Denim Fabric,Metal
1291,Steel Rod,Metal
1292,Concrete Additive,Packaging
1293,Microcontroller Chip,Packaging
1294,Aluminum Sheet,Chemical
1295,Copper Wire,Chemical
1296,Steel Rod,Packaging
1297,Rubber Gasket,Chemical
1298,Ceramic Insulator,Construction
1299,Lubricating Oil,Plastic
1300,Steel Rod,Packaging
1301,Silicone Sealant,Packaging
1302,Glass Fiber,Plastic
1303,Epoxy Resin,Textile
1304,Leather Sheet,Construction
1305,Lubricating Oil,Textile
1306,Acrylic Paint,Plastic
1307,Polyester Yarn,Chemical
1308,Iron Ore,Textile
1309,Denim Fabric,Plastic
1310,Epoxy Resin,Construction
1311,Industrial Adhesive,Chemical
1312,PVC Pipe,Metal
1313,Cement Bag,Construction
1314,Acrylic Paint,Textile
1315,HDPE Granules,Chemical
1316,Industrial Grease,Packaging
1317,Gravel Stone,Packaging
1318,Epoxy Resin,Plastic
1319,Ceramic Insulator,Construction
1320,Powder Coating Material,Packaging
1321,Wooden Plywood Sheet,Plastic
1322,Sand Aggregate,Metal
1323,Lubricating Oil,Metal
1324,Powder Coating Material,Metal
1325,Steel Rod,Construction
1326,Gravel Stone,Metal
1327,Industrial Adhesive,Construction
1328,LED Module,Construction
1329,Timber Plank,Chemical
1330,Aluminum Sheet,Textile
1331,Lubricating Oil,Electronics
1332,Plastic Packaging Film,Packaging
1333,Electric Motor Coil,Metal
1334,Glass Fiber,Chemical
1335,ABS Plastic Pellets,Packaging
1336,Polyester Yarn,Packaging
1337,Corrugated Box,Construction
1338,Hydraulic Oil,Electronics
1339,Tempered Glass Panel,Electronics
1340,Microcontroller Chip,Chemical
1341,MDF Board,Plastic
1342,Leather Sheet,Plastic
1343,LED Module,Chemical
1344,Wooden Plywood Sheet,Textile
1345,Microcontroller Chip,Construction
1346,Aluminum Sheet,Chemical
1347,Synthetic Rubber Sheet,Electronics
1348,Corrugated Box,Metal
1349,Sand Aggregate,Packaging
1350,Thermal Insulation Wool,Textile
1351,Polycarbonate Sheet,Chemical
1352,Steel Rod,Packaging
1353,Brass Pipe,Packaging
1354,PVC Pipe,Construction
1355,Synthetic Rubber Sheet,Chemical
1356,Acrylic Paint,Textile
1357,Industrial Grease,Construction
1358,Stainless Steel Bolt,Plastic
1359,Iron Ore,Metal
1360,LED Module,Chemical
1361,PVC Pipe,Electronics
1362,Brass Pipe,Construction
1363,HDPE Granules,Chemical
1364,Transformer Core,Plastic
1365,Industrial Adhesive,Textile
1366,HDPE Granules,Metal
1367,Acrylic Paint,Packaging
1368,Printed Circuit Board,Construction
1369,LED Module,Packaging
1370,Paint Pigment,Metal
1371,Cement Bag,Textile
1372,Stainless Steel Bolt,Chemical
1373,Gypsum Powder,Metal
1374,Aluminum Foil Roll,Electronics
1375,Corrugated Box,Textile
1376,Epoxy Resin,Construction
1377,Lubricating Oil,Electronics
1378,Polyester Yarn,Textile
1379,Gravel Stone,Construction
1380,Textile Cotton Fiber,Electronics
1381,HDPE Granules,Chemical
1382,Corrugated Box,Construction
1383,Textile Cotton Fiber,Chemical
1384,Electric Motor Coil,Construction
1385,Paint Pigment,Textile
1386,Denim Fabric,Packaging
1387,Cement Bag,Chemical
1388,Microcontroller Chip,Plastic
1389,Electric Motor Coil,Metal
1390,Nylon Fiber,Plastic
1391,Polyester Yarn,Plastic
1392,Electric Motor Coil,Plastic
1393,Nylon Fiber,Plastic
1394,Latex Compound,Electronics
1395,Synthetic Rubber Sheet,Metal
1396,Thermal Insulation Wool,Plastic
1397,Hydraulic Oil,Construction
1398,Gravel Stone,Electronics
1399,Copper Wire,Chemical
1400,Rubber Gasket,Packaging
1401,Tempered Glass Panel,Metal
1402,Gypsum Powder,Textile
1403,Rubber Gasket,Metal
1404,Paint Pigment,Packaging
1405,HDPE Granules,Construction
1406,Cement Bag,Packaging
1407,Cement Bag,Metal
1408,Hydraulic Oil,Metal
1409,Polycarbonate Sheet,Chemical
1410,Synthetic Rubber Sheet,Chemical
1411,Silicone Sealant,Construction
1412,Polycarbonate Sheet,Electronics
1413,Foam Padding,Metal
1414,Coolant Liquid,Textile
1415,Hydraulic Oil,Construction
1416,Printed Circuit Board,Textile
1417,Electric Motor Coil,Chemical
1418,Polyester Yarn,Packaging
1419,Leather Sheet,Chemical
1420,Rubber Gasket,Construction
1421,Thermal Insulation Wool,Packaging
1422,Ceramic Insulator,Metal
1423,Glass Fiber,Plastic
1424,Powder Coating Material,Textile
1425,Concrete Additive,Plastic
1426,Acrylic Paint,Construction
1427,Iron Ore,Electronics
1428,Packaging Cardboard,Electronics
1429,PVC Pipe,Construction
1430,Stainless Steel Bolt,Construction
1431,Lubricating Oil,Construction
1432,Packaging Cardboard,Plastic
1433,Plastic Packaging Film,Textile
1434,Epoxy Resin,Construction
1435,Silicone Sealant,Textile
1436,Tempered Glass Panel,Plastic
1437,LED Module,Metal
1438,Microcontroller Chip,Packaging
1439,Denim Fabric,Textile
1440,Corrugated Box,Electronics
1441,Aluminum Sheet,Chemical
1442,Epoxy Resin,Electronics
1443,Coolant Liquid,Metal
1444,Polyester Yarn,Metal
1445,Cement Bag,Construction
1446,Synthetic Rubber Sheet,Construction
1447,Thermal Insulation Wool,Metal
1448,Glass Fiber,Construction
1449,Electric Motor Coil,Packaging
1450,Printed Circuit Board,Plastic
1451,Wooden Plywood Sheet,Construction
1452,Sand Aggregate,Electronics
1453,Foam Padding,Construction
1454,Rubber Gasket,Packaging
1455,Wooden Plywood Sheet,Construction
1456,Latex Compound,Construction
1457,Plastic Packaging Film,Electronics
1458,Silicone Sealant,Chemical
1459,Sand Aggregate,Packaging
1460,Brass Pipe,Electronics
1461,Timber Plank,Packaging
1462,Packaging Cardboard,Electronics
1463,Thermal Insulation Wool,Plastic
1464,HDPE Granules,Construction
1465,Industrial Adhesive,Chemical
1466,Ceramic Insulator,Plastic
1467,Iron Ore,Construction
1468,Plastic Packaging Film,Construction
1469,Denim Fabric,Plastic
1470,Aluminum Sheet,Electronics
1471,MDF Board,Chemical
1472,Printed Circuit Board,Construction
1473,Wooden Plywood Sheet,Metal
1474,Rubber Gasket,Electronics
1475,PVC Pipe,Chemical
1476,Polyester Yarn,Construction
1477,Denim Fabric,Packaging
1478,Industrial Adhesive,Plastic
1479,Hydraulic Oil,Packaging
1480,Lithium Battery Cell,Textile
1481,Glass Fiber,Metal
1482,Stainless Steel Bolt,Construction
1483,Denim Fabric,Chemical
1484,Cement Bag,Chemical
1485,Polycarbonate Sheet,Chemical
1486,Aluminum Foil Roll,Construction
1487,Lithium Battery Cell,Chemical
1488,Latex Compound,Textile
1489,Plastic Packaging Film,Construction
1490,Coolant Liquid,Metal
1491,Leather Sheet,Chemical
1492,Latex Compound,Plastic
1493,Silicone Sealant,Construction
1494,Nylon Fiber,Textile
1495,Wooden Plywood Sheet,Chemical
1496,Coolant Liquid,Electronics
1497,Polyester Yarn,Textile
1498,Polycarbonate Sheet,Chemical
1499,Nylon Fiber,Metal
1500,Polycarbonate Sheet,Construction
1501,Concrete Additive,Packaging
1502,Printed Circuit Board,Chemical
1503,Industrial Adhesive,Metal
1504,Silicone Sealant,Metal
1505,Timber Plank,Metal
1506,Copper Wire,Metal
1507,ABS Plastic Pellets,Metal
1508,Polycarbonate Sheet,Textile
1509,Tempered Glass Panel,Construction
1510,Timber Plank,Metal
1511,Wooden Plywood Sheet,Construction
1512,MDF Board,Chemical
1513,Industrial Adhesive,Plastic
1514,Polyester Yarn,Metal
1515,Hydraulic Oil,Electronics
1516,Polyester Yarn,Packaging
1517,Iron Ore,Electronics
1518,Brass Pipe,Chemical
1519,Glass Fiber,Metal
1520,Thermal Insulation Wool,Electronics
1521,Corrugated Box,Construction
1522,Aluminum Foil Roll,Construction
1523,Wooden Plywood Sheet,Electronics
1524,Copper Wire,Electronics
1525,Ceramic Insulator,Packaging
1526,Brass Pipe,Metal
1527,Latex Compound,Metal
1528,Brass Pipe,Textile
1529,Microcontroller Chip,Electronics
1530,Latex Compound,Packaging
1531,Gypsum Powder,Plastic
1532,Stainless Steel Bolt,Plastic
1533,Plastic Packaging Film,Chemical
1534,Synthetic Rubber Sheet,Electronics
1535,Paint Pigment,Plastic
1536,Ceramic Insulator,Electronics
1537,Synthetic Rubber Sheet,Electronics
1538,Thermal Insulation Wool,Chemical
1539,Polyester Yarn,Chemical
1540,Gravel Stone,Construction
1541,LED Module,Construction
1542,Powder Coating Material,Electronics
1543,Ceramic Insulator,Plastic
1544,Copper Wire,Metal
1545,Industrial Adhesive,Chemical
1546,Aluminum Foil Roll,Metal
1547,Transformer Core,Plastic
1548,Concrete Additive,Textile
1549,Aluminum Sheet,Textile
1550,Lithium Battery Cell,Electronics
1551,Corrugated Box,Construction
1552,Concrete Additive,Electronics
1553,Industrial Adhesive,Electronics
1554,Latex Compound,Plastic
1555,Electric Motor Coil,Textile
1556,Tempered Glass Panel,Chemical
1557,Rubber Gasket,Textile
1558,Industrial Grease,Chemical
1559,Lubricating Oil,Plastic
1560,HDPE Granules,Packaging
1561,LED Module,Plastic
1562,Thermal Insulation Wool,Electronics
1563,Industrial Adhesive,Chemical
1564,Latex Compound,Metal
1565,Industrial Grease,Chemical
1566,Tempered Glass Panel,Textile
1567,Copper Wire,Electronics
1568,Iron Ore,Metal
1569,Microcontroller Chip,Construction
1570,Electric Motor Coil,Textile
1571,Leather Sheet,Construction
1572,Brass Pipe,Packaging
1573,Industrial Grease,Electronics
1574,Copper Wire,Chemical
1575,Stainless Steel Bolt,Textile
1576,Aluminum Foil Roll,Metal
1577,Polyester Yarn,Metal
1578,Concrete Additive,Packaging
1579,Thermal Insulation Wool,Chemical
1580,Polycarbonate Sheet,Chemical
1581,Latex Compound,Electronics
1582,Nylon Fiber,Metal
1583,Powder Coating Material,Plastic
1584,Epoxy Resin,Plastic
1585,Wooden Plywood Sheet,Electronics
1586,ABS Plastic Pellets,Metal
1587,Lubricating Oil,Construction
1588,PVC Pipe,Packaging
1589,Foam Padding,Metal
1590,Electric Motor Coil,Textile
1591,Concrete Additive,Construction
1592,Gypsum Powder,Construction
1593,Sand Aggregate,Plastic
1594,Powder Coating Material,Packaging
1595,Latex Compound,Metal
1596,Industrial Grease,Electronics
1597,Industrial Grease,Chemical
1598,Timber Plank,Construction
1599,Timber Plank,Metal
1600,Foam Padding,Electronics
1601,Aluminum Sheet,Construction
1602,Leather Sheet,Plastic
1603,Electric Motor Coil,Chemical
1604,Powder Coating Material,Metal
1605,Industrial Adhesive,Electronics
1606,Wooden Plywood Sheet,Metal
1607,Denim Fabric,Construction
1608,Coolant Liquid,Packaging
1609,Aluminum Sheet,Chemical
1610,PVC Pipe,Electronics
1611,Tempered Glass Panel,Packaging
1612,Industrial Adhesive,Textile
1613,Lubricating Oil,Plastic
1614,MDF Board,Packaging
1615,Glass Fiber,Textile
1616,Printed Circuit Board,Metal
1617,Corrugated Box,Metal
1618,Coolant Liquid,Textile
1619,Sand Aggregate,Textile
1620,Printed Circuit Board,Textile
1621,Transformer Core,Plastic
1622,Aluminum Foil Roll,Plastic
1623,ABS Plastic Pellets,Packaging
1624,Foam Padding,Chemical
1625,Concrete Additive,Electronics
1626,Thermal Insulation Wool,Packaging
1627,Denim Fabric,Construction
1628,Copper Wire,Packaging
1629,Epoxy Resin,Plastic
1630,ABS Plastic Pellets,Electronics
1631,Silicone Sealant,Metal
1632,LED Module,Packaging
1633,Industrial Grease,Electronics
1634,Cement Bag,Packaging
1635,Glass Fiber,Electronics
1636,Gypsum Powder,Metal
1637,Copper Wire,Textile
1638,Aluminum Foil Roll,Textile
1639,Lithium Battery Cell,Metal
1640,Plastic Packaging Film,Plastic
1641,Iron Ore,Plastic
1642,Industrial Adhesive,Chemical
1643,Sand Aggregate,Chemical
1644,Concrete Additive,Construction
1645,Polycarbonate Sheet,Chemical
1646,Industrial Grease,Chemical
1647,Industrial Grease,Electronics
1648,Timber Plank,Metal
1649,ABS Plastic Pellets,Chemical
1650,Rubber Gasket,Chemical
1651,Iron Ore,Metal
1652,Hydraulic Oil,Textile
1653,Packaging Cardboard,Construction
1654,Hydraulic Oil,Textile
1655,Epoxy Resin,Electronics
1656,Rubber Gasket,Plastic
1657,Packaging Cardboard,Construction
1658,Transformer Core,Electronics
1659,Denim Fabric,Textile
1660,Corrugated Box,Textile
1661,Brass Pipe,Metal
1662,Concrete Additive,Electronics
1663,Nylon Fiber,Packaging
1664,Corrugated Box,Construction
1665,Denim Fabric,Chemical
1666,Acrylic Paint,Chemical
1667,Corrugated Box,Textile
1668,Corrugated Box,Chemical
1669,Industrial Adhesive,Metal
1670,Powder Coating Material,Construction
1671,Microcontroller Chip,Textile
1672,Microcontroller Chip,Metal
1673,Corrugated Box,Plastic
1674,Steel Rod,Chemical
1675,Thermal Insulation Wool,Construction
1676,Lithium Battery Cell,Packaging
1677,Timber Plank,Plastic
1678,Steel Rod,Construction
1679,Epoxy Resin,Textile
1680,Nylon Fiber,Construction
1681,Polyester Yarn,Textile
1682,Rubber Gasket,Plastic
1683,Aluminum Foil Roll,Textile
1684,Acrylic Paint,Electronics
1685,Polyester Yarn,Packaging
1686,Gypsum Powder,Packaging
1687,Stainless Steel Bolt,Electronics
1688,Acrylic Paint,Metal
1689,Wooden Plywood Sheet,Textile
1690,Printed Circuit Board,Electronics
1691,Latex Compound,Textile
1692,Latex Compound,Electronics
1693,Textile Cotton Fiber,Plastic
1694,Brass Pipe,Plastic
1695,Powder Coating Material,Plastic
1696,ABS Plastic Pellets,Textile
1697,Polycarbonate Sheet,Metal
1698,Paint Pigment,Chemical
1699,Industrial Grease,Plastic
1700,Microcontroller Chip,Construction
1701,Electric Motor Coil,Electronics
1702,LED Module,Electronics
1703,Polycarbonate Sheet,Electronics
1704,Lithium Battery Cell,Packaging
1705,Epoxy Resin,Plastic
1706,Rubber Gasket,Electronics
1707,Corrugated Box,Textile
1708,Latex Compound,Metal
1709,LED Module,Construction
1710,Lubricating Oil,Plastic
1711,Corrugated Box,Electronics
1712,Silicone Sealant,Textile
1713,Copper Wire,Plastic
1714,Sand Aggregate,Plastic
1715,Microcontroller Chip,Electronics
1716,Paint Pigment,Plastic
1717,Silicone Sealant,Textile
1718,Hydraulic Oil,Electronics
1719,LED Module,Construction
1720,Stainless Steel Bolt,Chemical
1721,Lubricating Oil,Metal
1722,Rubber Gasket,Electronics
1723,Packaging Cardboard,Electronics
1724,Cement Bag,Chemical
1725,Gypsum Powder,Plastic
1726,Silicone Sealant,Plastic
1727,Tempered Glass Panel,Electronics
1728,Printed Circuit Board,Textile
1729,Industrial Adhesive,Textile
1730,Aluminum Foil Roll,Construction
1731,MDF Board,Packaging
1732,Hydraulic Oil,Plastic
