po_id,vendor_id,material_id,quantity_tons,price_per_ton,total_value,order_date
11146,959,3264,12.31,711.37,8756.96,2023-02-18
11147,23,415,17.93,842.75,15110.51,2023-10-19
11148,104,2552,5.23,497.5,2601.93,2023-11-23
11149,2264,151,22.86,420.34,9608.97,2023-09-12
11150,4473,1226,17.08,823.08,14058.21,2023-07-02
11151,1713,4822,6.63,673.78,4467.16,2024-01-27
11152,327,1955,12.87,446.19,5742.47,2024-06-10
11153,4544,3272,12.43,842.46,10471.78,2024-12-01
11154,173,3644,23.97,727.01,17426.43,2024-06-30
11155,2636,1290,15.81,440.93,6971.1,2024-09-14
11156,3131,2315,18.96,404.33,7666.1,2024-12-09
11157,1669,1940,13.75,710.19,9765.11,2023-12-17
11158,455,1556,19.42,429.29,8336.81,2024-09-11
11159,170,4122,24.71,529.99,13096.05,2024-06-03
11160,3539,3993,23.0,807.25,18566.75,2023-02-13
11161,4575,3957,15.11,928.97,14036.74,2023-02-13
11162,963,4911,16.93,374.62,6342.32,2024-12-17
11163,2312,1822,17.3,674.51,11669.02,2023-03-22
11164,1190,3194,6.84,758.45,5187.8,2024-01-23
11165,2259,4535,7.01,551.17,3863.7,2023-12-13
11166,3272,1975,16.22,555.75,9014.26,2023-07-10
11167,3304,265,18.16,416.86,7570.18,2023-10-30
11168,1302,1203,24.88,829.23,20631.24,2023-01-19
11169,3854,58,11.27,710.37,8005.87,2024-05-02
11170,2282,2428,14.55,513.58,7472.59,2024-05-06
11171,465,4357,19.53,925.15,18068.18,2024-11-26
11172,1612,655,22.83,813.55,18573.35,2024-03-30
11173,602,4689,20.01,523.57,10476.64,2023-12-14
11174,3451,3981,19.58,695.95,13626.7,2024-02-01
11175,3338,1473,24.96,429.36,10716.83,2023-09-12
11176,3080,23,11.53,805.37,9285.92,2024-01-08
11177,3149,604,9.64,358.17,3452.76,2024-07-01
11178,3983,4551,11.02,427.84,4714.8,2024-04-04
11179,4235,3288,5.12,894.11,4577.84,2023-02-19
11180,3223,1938,11.61,837.56,9724.07,2023-02-12
11181,69,3039,12.92,493.22,6372.4,2023-02-15
11182,719,3514,7.59,668.54,5074.22,2023-09-30
11183,4815,989,21.75,724.31,15753.74,2023-01-12
11184,4853,969,22.19,701.98,15576.94,2023-06-18
11185,237,1173,6.17,794.47,4901.88,2024-01-09
11186,2777,1295,7.71,714.99,5512.57,2024-12-06
11187,3040,4657,9.0,915.65,8240.85,2024-04-23
11188,919,4707,18.92,570.0,10784.4,2024-10-26
11189,342,406,21.49,931.51,20018.15,2024-09-30
11190,1090,3797,19.33,608.23,11757.09,2023-12-24
11191,2419,2636,23.34,918.51,21438.02,2023-09-21
11192,4838,1123,21.23,938.89,19932.63,2023-02-14
11193,4956,2307,11.38,798.3,9084.65,2024-12-11
11194,4210,742,10.71,547.63,5865.12,2023-05-08
11195,990,4490,16.15,728.37,11763.18,2024-09-01
11196,4337,1732,12.79,727.55,9305.36,2023-10-18
11197,2705,3262,22.73,857.16,19483.25,2024-02-20
11198,3040,1224,8.14,450.72,3668.86,2023-05-07
11199,2580,3338,14.87,647.02,9621.19,2024-01-25
11200,3346,841,5.24,931.7,4882.11,2024-03-06
11201,3466,250,21.81,535.76,11684.93,2024-04-03
11202,1264,3454,5.21,619.35,3226.81,2024-02-20
11203,516,2999,5.32,468.04,2489.97,2024-05-31
11204,1631,36,12.3,392.6,4828.98,2023-03-11
11205,739,3467,13.82,757.63,10470.45,2024-05-23
11206,443,2842,21.18,539.62,11429.15,2024-06-23
11207,1057,1469,13.8,387.1,5341.98,2023-09-19
11208,4840,2674,11.04,475.51,5249.63,2023-11-11
11209,3076,2165,13.85,509.21,7052.56,2024-01-10
11210,2621,3831,9.28,758.01,7034.33,2024-08-20
11211,1009,4692,6.09,783.61,4772.18,2023-03-23
11212,4716,4355,20.17,909.44,18343.4,2024-02-12
11213,2461,3315,13.69,796.16,10899.43,2024-08-17
11214,1009,4537,9.3,548.06,5096.96,2023-08-29
11215,4975,4055,8.9,543.36,4835.9,2023-09-28
11216,3244,4481,17.54,685.74,12027.88,2023-01-08
11217,1522,1990,12.49,631.22,7883.94,2024-12-11
11218,727,4441,14.57,634.43,9243.65,2023-09-29
11219,822,4618,9.89,353.59,3497.01,2023-07-10
11220,3543,4005,8.28,712.08,5896.02,2023-09-05
11221,1177,4946,9.34,860.19,8034.17,2024-12-16
11222,1092,1724,14.58,821.68,11980.09,2024-08-02
11223,2123,328,24.97,592.92,14805.21,2023-07-10
11224,2640,1967,22.37,902.94,20198.77,2023-06-17
11225,3770,3081,21.31,910.86,19410.43,2024-09-24
11226,2116,1355,22.19,741.64,16456.99,2024-03-25
11227,1307,1834,14.47,492.05,7119.96,2024-07-01
11228,383,1120,22.35,741.02,16561.8,2023-09-02
11229,770,2060,18.72,363.01,6795.55,2024-12-06
11230,1548,1868,24.83,389.16,9662.84,2023-06-29
11231,1741,2433,15.33,526.0,8063.58,2024-05-21
11232,4304,1224,18.2,712.79,12972.78,2024-09-14
11233,2715,2631,5.18,753.6,3903.65,2023-03-28
11234,2803,1040,11.57,511.24,5915.05,2024-02-03
11235,2651,3576,6.15,905.59,5569.38,2024-08-05
11236,1653,4515,18.79,723.4,13592.69,2023-08-15
11237,3223,2330,7.49,352.27,2638.5,2023-09-09
11238,3544,1234,9.27,442.84,4105.13,2023-05-12
11239,1789,1670,14.86,630.46,9368.64,2023-03-19
11240,277,3264,13.28,785.59,10432.64,2024-02-16
11241,232,3629,23.57,788.07,18574.81,2023-01-04
11242,1951,3101,9.15,566.9,5187.14,2023-02-05
11243,4125,2493,11.7,537.92,6293.66,2023-05-19
11244,308,3875,17.6,400.89,7055.66,2024-12-26
11245,4064,2214,10.95,382.19,4184.98,2023-01-19
11246,3877,3006,18.51,871.13,16124.62,2024-06-02
11247,1129,3042,8.34,622.07,5188.06,2024-08-05
11248,3521,1310,23.52,855.11,20112.19,2023-01-15
11249,3317,1564,21.86,497.07,10865.95,2024-06-04
11250,3306,2150,18.25,564.1,10294.83,2024-02-26
11251,3669,2190,19.58,519.63,10174.36,2023-11-19
11252,1712,856,16.9,737.41,12462.23,2024-06-19
11253,4676,3969,23.51,938.56,22065.55,2024-08-11
11254,4901,634,21.77,774.84,16868.27,2023-09-21
11255,3501,282,16.97,773.64,13128.67,2024-08-26
11256,2569,117,19.8,883.25,17488.35,2023-10-16
11257,1701,1171,16.94,830.26,14064.6,2024-03-02
11258,1774,1045,20.5,611.91,12544.15,2023-05-15
11259,2108,3122,19.91,935.22,18620.23,2023-04-14
11260,4490,4799,7.62,444.17,3384.58,2024-12-21
11261,612,855,23.69,670.2,15877.04,2023-12-04
11262,2781,1868,17.32,687.43,11906.29,2023-09-15
11263,1495,3690,5.33,769.88,4103.46,2024-03-23
11264,1339,1127,19.83,942.63,18692.35,2023-07-17
11265,2492,4078,21.33,933.3,19907.29,2023-11-04
11266,1324,2794,8.45,883.7,7467.26,2024-02-12
11267,4028,527,19.3,797.91,15399.66,2024-06-09
11268,1055,1680,20.49,665.81,13642.45,2024-04-06
11269,3958,474,15.52,677.62,10516.66,2023-12-04
11270,2377,553,18.15,933.52,16943.39,2024-02-02
11271,632,1638,15.44,580.65,8965.24,2024-12-15
11272,3032,3284,19.47,695.32,13537.88,2023-11-10
11273,4911,4395,14.35,937.73,13456.43,2023-10-05
11274,2659,4222,12.83,801.82,10287.35,2024-03-14
11275,4648,3169,18.73,724.12,13562.77,2023-07-17
11276,31,3644,22.67,674.95,15301.12,2023-06-07
11277,416,4449,9.03,832.39,7516.48,2023-03-02
11278,686,3148,16.48,434.43,7159.41,2024-02-15
11279,2644,2920,7.65,409.37,3131.68,2023-11-23
11280,3329,2276,19.65,760.63,14946.38,2023-12-05
11281,3266,2642,14.99,906.07,13581.99,2023-12-02
11282,4044,2885,20.03,565.08,11318.55,2023-04-13
11283,3853,3531,24.82,453.29,11250.66,2023-10-09
11284,4291,3657,5.11,381.38,1948.85,2023-12-12
11285,4350,1088,15.42,835.58,12884.64,2023-10-26
11286,3398,3135,18.67,564.45,10538.28,2023-12-28
11287,1435,2103,10.11,413.91,4184.63,2023-11-06
11288,4823,3870,10.2,811.9,8281.38,2023-10-31
11289,1653,1652,5.1,831.01,4238.15,2024-06-25
11290,3489,140,13.13,670.65,8805.63,2024-06-08
11291,3850,344,20.51,851.9,17472.47,2023-03-07
11292,3345,1590,14.05,925.0,12996.25,2023-02-16
11293,2194,1261,22.64,528.98,11976.11,2023-08-06
11294,1421,371,15.25,596.73,9100.13,2024-12-11
11295,4381,1830,11.66,379.11,4420.42,2023-02-01
11296,2278,567,24.66,816.12,20125.52,2023-08-06
11297,4784,3550,10.38,697.03,7235.17,2024-10-15
11298,4886,3972,6.32,714.44,4515.26,2024-08-12
11299,2235,2758,22.55,430.96,9718.15,2023-06-06
11300,2971,3189,16.1,415.71,6692.93,2024-09-16
11301,2604,347,10.41,357.91,3725.84,2024-04-20
11302,3094,4032,9.09,802.11,7291.18,2023-11-03
11303,117,4695,24.76,934.21,23131.04,2023-11-26
11304,1825,4695,14.97,733.49,10980.35,2023-09-15
11305,4789,4494,18.54,882.96,16370.08,2023-02-16
11306,9,1382,7.81,939.55,7337.89,2024-09-23
11307,363,1911,10.02,438.28,4391.57,2023-04-03
11308,1147,2721,12.08,668.27,8072.7,2024-06-17
11309,144,3840,10.61,854.92,9070.7,2023-07-15
11310,1863,790,21.89,442.14,9678.44,2024-07-31
11311,3860,2341,19.88,748.99,14889.92,2024-06-29
11312,2993,932,13.74,567.54,7798.0,2024-11-03
11313,3485,2190,11.18,658.09,7357.45,2024-12-04
11314,31,4104,15.45,445.38,6881.12,2024-06-18
11315,4968,2622,20.09,427.48,8588.07,2024-10-18
11316,4214,2265,15.4,587.86,9053.04,2023-04-19
11317,1801,1379,16.41,445.5,7310.65,2024-03-15
11318,4495,3087,5.62,735.7,4134.63,2024-09-29
11319,3441,3937,20.13,449.45,9047.43,2023-10-27
11320,3633,1577,23.56,475.87,11211.5,2024-12-17
11321,4837,1751,5.05,591.71,2988.14,2024-11-03
11322,709,3044,24.33,898.85,21869.02,2023-04-05
11323,740,3840,24.63,667.78,16447.42,2024-07-07
11324,1202,3126,15.01,526.94,7909.37,2024-01-06
11325,3395,4496,21.43,687.88,14741.27,2024-08-30
11326,1252,1930,21.72,910.14,19768.24,2023-05-17
11327,3882,976,14.2,436.65,6200.43,2024-04-06
11328,221,1242,17.49,917.5,16047.07,2023-06-25
11329,4696,464,9.56,757.59,7242.56,2023-02-06
11330,3510,2592,19.17,827.95,15871.8,2023-10-07
11331,3671,456,22.46,778.68,17489.15,2024-11-18
11332,3818,3659,22.77,518.34,11802.6,2024-08-17
11333,3647,3447,11.46,505.69,5795.21,2024-05-23
11334,4300,635,11.28,471.52,5318.75,2024-07-11
11335,3707,1722,15.82,761.29,12043.61,2024-04-18
11336,531,2625,15.28,561.65,8582.01,2024-05-20
11337,2479,3028,17.05,684.7,11674.14,2024-06-06
11338,3200,1374,24.75,807.26,19979.69,2024-02-19
11339,2160,4510,21.54,476.06,10254.33,2024-06-08
11340,188,1275,13.87,473.22,6563.56,2023-01-18
11341,1237,1949,18.7,589.16,11017.29,2024-08-30
11342,939,4937,12.98,415.26,5390.07,2023-01-29
11343,723,4483,17.64,550.24,9706.23,2024-07-13
11344,4424,4285,7.0,907.04,6349.28,2024-10-21
11345,806,4185,12.74,743.4,9470.92,2023-05-18
11346,4002,58,21.31,365.93,7797.97,2024-02-16
11347,4883,301,12.76,806.26,10287.88,2023-05-02
11348,1798,3941,5.94,701.68,4167.98,2023-05-31
11349,4533,4971,16.79,436.39,7326.99,2023-08-25
11350,4190,3578,9.48,893.17,8467.25,2024-11-08
11351,379,1988,11.08,891.27,9875.27,2024-12-31
11352,2687,3771,11.32,602.43,6819.51,2024-06-07
11353,1846,1565,17.28,867.35,14987.81,2023-12-13
11354,3989,3623,12.09,617.65,7467.39,2023-08-30
11355,1787,821,19.79,809.57,16021.39,2023-11-27
11356,2608,3605,11.59,729.28,8452.36,2024-11-23
11357,767,4300,23.1,564.49,13039.72,2024-05-04
11358,1824,4232,17.36,755.3,13112.01,2023-10-08
11359,367,2550,19.22,518.09,9957.69,2024-01-12
11360,858,626,24.64,672.44,16568.92,2023-11-15
11361,422,839,6.28,882.66,5543.1,2023-06-06
11362,2644,404,23.72,936.67,22217.81,2023-07-23
11363,933,2657,13.01,944.29,12285.21,2024-10-04
11364,4374,4930,20.0,841.48,16829.6,2023-03-18
11365,3588,3690,19.87,699.67,13902.44,2024-09-24
11366,1165,1902,13.93,382.06,5322.1,2024-10-16
11367,2188,2926,24.47,832.58,20373.23,2024-03-12
11368,3876,4707,15.25,508.04,7747.61,2023-10-28
11369,1900,3468,5.49,806.77,4429.17,2024-03-13
11370,544,3539,24.08,838.64,20194.45,2023-08-12
11371,3931,1792,23.75,717.89,17049.89,2024-05-25
11372,976,2909,15.12,474.99,7181.85,2024-08-19
11373,1313,4927,23.9,569.63,13614.16,2024-12-21
11374,1914,856,18.39,747.53,13747.08,2024-06-05
11375,1708,310,12.87,685.74,8825.47,2023-05-20
11376,4582,3018,16.3,403.24,6572.81,2024-12-23
11377,1858,1857,18.24,735.52,13415.88,2023-06-29
11378,3055,566,11.0,575.55,6331.05,2024-07-17
11379,4404,2028,11.94,793.32,9472.24,2024-08-20
11380,3823,1699,13.66,583.44,7969.79,2023-11-04
11381,3858,2086,10.83,580.58,6287.68,2024-02-03
11382,4689,2923,8.53,423.4,3611.6,2024-07-11
11383,3990,2194,10.67,399.4,4261.6,2024-09-16
11384,25,2759,7.3,388.19,2833.79,2023-01-14
11385,631,4208,23.97,888.54,21298.3,2024-11-11
11386,589,2349,6.88,688.73,4738.46,2023-04-12
11387,2241,3929,9.56,807.92,7723.72,2024-01-31
11388,4840,2091,18.98,385.14,7309.96,2024-07-29
11389,3685,2358,9.07,642.11,5823.94,2023-01-27
11390,1028,4392,19.72,427.08,8422.02,2024-02-19
11391,1978,1649,10.77,732.15,7885.26,2023-01-30
11392,2850,243,21.24,604.85,12847.01,2024-08-11
11393,1534,955,19.52,701.09,13685.28,2024-07-25
11394,3707,3766,22.81,599.37,13671.63,2023-05-07
11395,3404,3391,17.0,576.53,9801.01,2024-03-21
11396,2568,3229,24.05,350.9,8439.15,2023-09-04
11397,263,1102,10.56,836.78,8836.4,2023-05-12
11398,1804,2201,7.67,769.37,5901.07,2024-09-20
11399,1711,3586,16.77,373.77,6268.12,2024-03-09
11400,4000,2934,16.07,884.66,14216.49,2024-09-24
11401,3706,592,19.81,406.27,8048.21,2023-12-02
11402,3307,986,7.99,532.66,4255.95,2023-10-08
11403,1731,2010,10.88,720.07,7834.36,2023-12-25
11404,3240,2954,6.25,532.43,3327.69,2024-03-20
11405,3088,431,22.63,434.07,9823.0,2023-04-23
11406,1051,3110,15.99,497.8,7959.82,2023-08-12
11407,2923,3125,6.33,700.73,4435.62,2024-09-19
11408,1294,1497,17.67,563.61,9958.99,2024-05-12
11409,2153,760,18.71,575.38,10765.36,2023-11-02
11410,4486,2650,17.16,365.8,6277.13,2023-01-03
11411,2741,2813,24.46,795.77,19464.53,2023-03-07
11412,2221,2364,19.57,937.26,18342.18,2024-11-30
11413,3942,1153,10.12,679.6,6877.55,2023-07-04
11414,4692,7,15.67,671.57,10523.5,2023-11-04
11415,1913,542,14.38,494.72,7114.07,2023-09-16
11416,686,3063,23.5,515.6,12116.6,2024-12-04
11417,1622,1220,14.64,698.16,10221.06,2024-01-02
11418,4820,3752,6.86,506.43,3474.11,2024-06-22
11419,2596,1751,15.34,703.79,10796.14,2023-03-07
11420,2372,115,7.68,762.92,5859.23,2024-08-20
11421,4060,3568,11.44,496.32,5677.9,2024-03-11
11422,4329,3064,6.9,466.59,3219.47,2024-05-29
11423,4391,3936,6.03,409.94,2471.94,2023-09-07
11424,691,2659,6.72,473.68,3183.13,2023-04-05
11425,3549,3944,23.77,500.1,11887.38,2024-07-01
11426,122,3981,13.25,728.78,9656.33,2024-07-15
11427,372,3321,6.55,623.66,4084.97,2024-10-08
11428,1056,2709,15.49,603.95,9355.19,2024-04-10
11429,4489,19,21.78,593.93,12935.8,2023-05-27
11430,1622,2003,22.27,843.18,18777.62,2023-03-15
11431,1608,101,12.45,507.97,6324.23,2024-02-18
11432,445,1516,5.66,460.81,2608.18,2024-05-29
11433,2746,155,13.63,551.14,7512.04,2024-11-22
11434,1378,2362,11.53,848.57,9784.01,2023-04-08
11435,224,3308,6.92,822.96,5694.88,2024-02-23
11436,618,2098,14.61,411.86,6017.27,2023-11-24
11437,157,782,19.77,689.83,13637.94,2024-02-16
11438,4255,1153,13.49,499.91,6743.79,2023-05-12
11439,307,259,7.71,431.98,3330.57,2023-11-24
11440,1069,1509,9.64,936.39,9026.8,2024-11-11
11441,1146,226,8.52,573.46,4885.88,2023-04-08
11442,380,619,24.22,793.5,19218.57,2023-04-27
11443,2513,1713,20.16,503.62,10152.98,2023-08-17
11444,1428,2979,16.52,465.47,7689.56,2023-07-05
11445,957,1759,15.34,923.21,14162.04,2023-06-12
11446,2749,3373,9.87,708.62,6994.08,2024-11-26
11447,2493,1522,10.67,425.74,4542.65,2024-05-27
11448,2441,4993,12.99,813.51,10567.49,2024-03-29
11449,2161,4782,13.56,352.99,4786.54,2024-06-08
11450,1425,447,13.6,466.0,6337.6,2024-08-20
11451,3718,3880,24.02,498.51,11974.21,2024-10-02
11452,2267,4693,23.1,842.57,19463.37,2024-07-17
11453,3866,1901,17.74,566.31,10046.34,2023-12-31
11454,2742,1455,13.1,814.64,10671.78,2024-01-28
11455,2724,4610,24.64,592.57,14600.92,2023-03-09
11456,3196,1292,10.35,808.42,8367.15,2024-01-14
11457,4186,497,20.75,873.4,18123.05,2024-09-26
11458,863,2184,23.32,599.89,13989.43,2024-04-29
11459,2042,3313,20.66,571.68,11810.91,2024-08-18
11460,3618,2219,18.96,445.55,8447.63,2024-02-08
11461,1912,2770,13.69,540.67,7401.77,2023-08-02
11462,3341,1043,16.22,769.25,12477.23,2024-10-11
11463,2778,2047,22.61,695.95,15735.43,2023-06-07
11464,3181,4046,10.79,876.46,9457.0,2024-08-29
11465,3890,671,8.01,411.95,3299.72,2023-06-10
11466,3428,1610,17.82,868.05,15468.65,2024-10-02
11467,2224,1741,15.94,484.76,7727.07,2024-11-06
11468,4098,3516,10.73,679.12,7286.96,2023-09-10
11469,830,3222,18.38,365.68,6721.2,2024-07-05
11470,4836,1937,7.94,689.3,5473.04,2024-09-22
11471,4476,633,17.17,883.65,15172.27,2024-03-01
11472,4097,683,6.92,866.27,5994.59,2023-04-14
11473,1612,3784,12.87,818.97,10540.14,2023-04-01
11474,1706,3883,5.58,363.87,2030.39,2023-05-14
11475,1361,34,12.59,632.92,7968.46,2023-04-08
11476,3949,4538,10.48,718.13,7526.0,2024-12-29
11477,3168,2254,5.38,887.74,4776.04,2024-08-10
11478,1004,2339,9.16,429.09,3930.46,2024-02-12
11479,2440,3622,20.68,705.29,14585.4,2024-02-11
11480,1181,4737,8.68,735.47,6383.88,2024-10-10
11481,2430,2822,8.29,855.47,7091.85,2024-02-20
11482,4898,892,9.1,839.57,7640.09,2024-04-16
11483,4823,2463,7.77,908.45,7058.66,2023-01-12
11484,2149,4143,9.3,842.4,7834.32,2024-11-11
11485,1488,3389,6.6,750.66,4954.36,2024-12-20
11486,4647,3770,23.22,781.16,18138.54,2023-04-01
11487,210,3373,17.41,620.9,10809.87,2024-11-29
11488,2693,1808,22.78,484.52,11037.37,2024-09-06
11489,3192,881,7.22,412.93,2981.35,2023-06-23
11490,226,931,12.0,814.01,9768.12,2024-02-15
11491,4929,2230,20.52,498.14,10221.83,2024-08-22
11492,1595,1855,5.68,802.61,4558.82,2023-08-26
11493,3902,3435,10.44,513.14,5357.18,2024-05-08
11494,2242,4371,18.14,473.07,8581.49,2023-04-13
11495,4469,2174,10.63,845.31,8985.65,2023-04-01
11496,3557,4044,19.57,923.01,18063.31,2024-09-06
11497,2057,4460,9.33,394.35,3679.29,2023-04-04
11498,2318,4738,7.07,356.25,2518.69,2024-11-01
11499,681,205,19.21,747.75,14364.28,2023-02-18
11500,1324,317,21.97,743.69,16338.87,2023-06-04
11501,3418,3417,15.59,848.48,13227.8,2023-05-02
11502,271,593,13.08,676.57,8849.54,2024-09-27
11503,1183,1000,17.04,497.87,8483.7,2023-07-25
11504,2697,2477,10.16,887.19,9013.85,2024-07-20
11505,491,1717,10.22,443.56,4533.18,2023-11-23
11506,3917,4633,8.95,605.28,5417.26,2024-11-18
11507,4848,817,6.92,852.4,5898.61,2023-07-30
11508,655,2654,23.42,579.29,13566.97,2024-05-07
11509,708,4060,6.98,771.13,5382.49,2023-04-29
11510,801,4776,9.07,431.14,3910.44,2024-11-29
11511,133,1109,11.19,858.56,9607.29,2023-11-07
11512,36,1324,23.12,751.4,17372.37,2024-06-17
11513,2371,754,16.11,743.12,11971.66,2023-05-03
11514,2451,2598,7.65,670.17,5126.8,2023-05-20
11515,616,4978,23.17,910.33,21092.35,2023-08-07
11516,4179,3019,24.4,635.86,15514.98,2024-05-17
11517,1537,4958,12.61,866.11,10921.65,2023-03-15
11518,653,308,9.78,823.17,8050.6,2024-10-14
11519,911,3105,14.99,718.8,10774.81,2023-05-06
11520,1388,2044,20.65,949.25,19602.01,2024-10-18
11521,393,624,8.04,559.01,4494.44,2024-12-28
11522,1785,2716,9.75,902.05,8794.99,2023-02-22
11523,1520,3183,13.22,748.08,9889.62,2023-03-10
11524,2822,2762,13.13,501.96,6590.73,2023-06-21
11525,4071,2555,24.97,455.3,11368.84,2023-03-18
11526,2319,3986,5.04,729.8,3678.19,2023-03-08
11527,4447,4893,23.68,629.93,14916.74,2024-12-22
11528,2941,3490,17.27,662.36,11438.96,2024-02-04
11529,4898,1810,17.09,654.01,11177.03,2023-03-01
11530,2792,3545,5.61,413.58,2320.18,2024-04-07
11531,3293,1706,11.96,748.04,8946.56,2024-01-10
11532,1194,1510,12.28,652.92,8017.86,2024-04-04
11533,1279,3193,17.76,401.85,7136.86,2024-02-18
11534,3319,3007,7.67,742.05,5691.52,2023-01-27
11535,3903,185,10.18,874.38,8901.19,2024-11-10
11536,2249,912,5.86,526.44,3084.94,2023-08-16
11537,4172,3449,5.1,841.05,4289.35,2023-07-04
11538,4194,3647,10.21,822.47,8397.42,2023-04-16
11539,3374,3352,22.54,352.06,7935.43,2024-07-08
11540,822,3981,16.99,753.39,12800.1,2023-05-19
11541,3340,1381,15.73,354.62,5578.17,2023-07-16
11542,2877,1322,15.03,416.79,6264.35,2023-05-24
11543,1483,1434,9.59,681.33,6533.95,2024-07-23
11544,2276,3859,8.1,357.9,2898.99,2023-12-01
11545,2933,4965,22.33,665.61,14863.07,2024-08-28
11546,2236,756,16.91,369.17,6242.66,2023-02-09
11547,3706,4959,19.53,682.55,13330.2,2023-04-29
11548,834,946,9.56,883.94,8450.47,2023-09-10
11549,2576,1592,11.94,367.82,4391.77,2023-11-23
11550,1193,1350,24.34,916.21,22300.55,2024-10-20
11551,63,3578,15.61,428.75,6692.79,2023-10-24
11552,2945,4009,7.35,770.13,5660.46,2024-07-23
11553,3805,4295,24.61,709.28,17455.38,2023-09-04
11554,141,597,5.58,905.98,5055.37,2023-01-25
11555,2357,2699,22.9,411.4,9421.06,2023-09-06
11556,1035,4183,11.03,717.96,7919.1,2023-04-08
11557,3847,4553,23.6,507.58,11978.89,2024-02-24
11558,1056,4511,21.0,522.7,10976.7,2023-02-07
11559,4551,5000,8.51,734.94,6254.34,2023-08-17
11560,2821,4078,5.45,483.21,2633.49,2024-07-26
11561,1863,3807,17.85,930.84,16615.49,2024-07-25
11562,1196,798,16.7,419.25,7001.47,2023-08-16
11563,3643,2053,21.48,722.34,15515.86,2023-09-03
11564,4717,113,21.44,591.5,12681.76,2023-11-23
11565,2822,4039,21.29,681.53,14509.77,2024-01-17
11566,171,4463,16.85,533.64,8991.83,2023-10-12
11567,6,3434,8.73,886.88,7742.46,2024-09-09
11568,401,2442,24.29,689.86,16756.7,2024-01-03
11569,4451,3516,22.88,661.89,15144.04,2023-01-16
11570,3183,2717,12.55,786.73,9873.46,2024-03-06
11571,2240,3042,14.19,490.12,6954.8,2024-03-30
11572,2608,1179,22.87,399.8,9143.43,2024-03-30
11573,3427,4589,13.29,905.87,12039.01,2023-03-12
11574,480,1147,10.98,889.35,9765.06,2024-01-02
11575,2297,1593,9.4,362.3,3405.62,2024-05-05
11576,1317,3259,19.46,719.58,14003.03,2023-10-30
11577,4087,1478,10.39,625.9,6503.1,2023-11-27
11578,4355,2311,21.05,836.96,17618.01,2024-11-22
11579,2053,1427,8.68,796.37,6912.49,2023-08-06
11580,262,2244,11.03,352.86,3892.05,2023-03-23
11581,907,2712,14.09,425.61,5996.84,2023-12-17
11582,4919,885,9.93,873.86,8677.43,2023-12-02
11583,2309,4792,15.69,539.2,8460.05,2023-01-30
11584,4613,3104,12.68,850.46,10783.83,2023-01-16
11585,3705,504,8.24,448.73,3697.54,2023-09-02
11586,1183,2769,24.93,477.74,11910.06,2024-11-22
11587,1821,677,17.0,565.3,9610.1,2023-11-26
11588,1142,4304,17.8,902.97,16072.87,2024-02-01
11589,1146,4957,9.53,517.72,4933.87,2024-03-21
11590,4916,743,12.85,892.89,11473.64,2024-03-29
11591,1286,4918,8.16,641.22,5232.36,2023-05-23
11592,713,3337,21.58,365.87,7895.47,2024-04-20
11593,977,2943,15.83,811.46,12845.41,2024-12-01
11594,3327,3134,9.81,455.66,4470.02,2024-09-10
11595,41,3246,9.2,865.06,7958.55,2023-08-15
11596,271,1765,24.72,841.64,20805.34,2023-05-05
11597,4097,370,21.78,701.82,15285.64,2023-11-06
11598,2936,63,15.63,912.57,14263.47,2023-07-09
11599,4793,400,8.02,600.79,4818.34,2023-04-19
11600,1734,3062,16.53,735.79,12162.61,2024-09-25
11601,695,4946,9.51,712.52,6776.07,2023-03-05
11602,1506,4766,5.04,737.68,3717.91,2024-10-25
11603,1198,1510,11.83,409.67,4846.4,2023-12-15
11604,2301,4033,12.53,780.76,9782.92,2023-03-07
11605,4913,2533,15.28,571.08,8726.1,2023-01-03
11606,1169,1859,19.54,697.62,13631.49,2023-01-01
11607,1780,1120,10.71,817.78,8758.42,2023-08-28
11608,3840,3814,6.66,581.04,3869.73,2024-07-01
11609,3088,2373,20.37,520.92,10611.14,2024-03-27
11610,3637,106,19.68,852.72,16781.53,2023-05-02
11611,2890,1605,17.3,916.99,15863.93,2024-11-24
11612,658,3698,17.29,897.46,15517.08,2024-05-25
11613,3507,2786,13.56,602.43,8168.95,2023-03-01
11614,3425,549,11.89,745.3,8861.62,2023-05-09
11615,4537,709,5.53,695.3,3845.01,2024-12-18
11616,451,3333,17.96,636.07,11423.82,2024-11-09
11617,491,1277,6.48,782.82,5072.67,2023-05-16
11618,3202,3920,9.92,755.1,7490.59,2024-10-03
11619,197,3166,15.94,906.42,14448.33,2024-10-06
11620,1676,2747,21.52,729.57,15700.35,2023-09-09
11621,3984,1009,7.71,469.05,3616.38,2024-07-06
11622,1131,3102,12.11,443.19,5367.03,2024-10-13
11623,4200,3012,15.34,520.69,7987.38,2024-02-29
11624,681,2344,9.41,648.79,6105.11,2023-06-05
11625,329,237,17.13,465.54,7974.7,2023-09-08
11626,2013,4668,14.07,551.99,7766.5,2024-07-04
11627,1994,600,16.29,768.13,12512.84,2023-08-01
11628,4911,4115,7.86,612.41,4813.54,2024-01-25
11629,3922,4386,12.6,475.22,5987.77,2024-12-31
11630,4537,1653,10.16,644.53,6548.42,2024-11-30
11631,587,2793,14.94,555.5,8299.17,2023-08-04
11632,773,806,23.39,433.68,10143.78,2023-10-09
11633,3178,2893,18.35,368.2,6756.47,2023-06-17
